,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
57,12/31/2008,"2,175,052,000","368,149,000","165,034,000","26,895,000","26,895,000","138,139,000",-,-,"203,115,000","203,115,000",-,"124,000,000",-,"553,300,000","347,357,000","205,943,000","35,000","205,909,000",-,-,"721,734,000","744,898,000","2,028,000","262,044,000","223,547,000","259,307,000","31,802,000","23,164,000",-,"223,613,000","60,987,000","60,987,000","162,626,000","10,045,000","63,011,000","48,027,000","14,984,000","111,200,000","2,008,168,000","1,009,277,000","790,681,000","790,681,000","218,596,000","192,546,000","309,582,000","309,582,000","187,978,000","121,604,000","37,845,000","37,845,000","37,845,000","58,592,000","45,274,000",-,"448,357,000","448,357,000","22,787,000",-,"10,561,000","166,884,000","166,884,000","35,881,000","31,939,000","3,942,000","54,013,000","92,143,000","9,249,000","-5,687,000",-,-,"-217,000","10,561,000","615,241,000","31,939,000","134,945,000","103,873,000","621,147,000","71,934,000","486,202,000","321,168,000","3,935,780","3,726,947","5,038","208,833"
58,9/30/2008,"2,251,469,000","322,390,000","88,722,000","54,350,000","54,350,000","34,372,000",-,-,"233,668,000","233,668,000",-,"152,050,000",-,"552,388,000","401,609,000","150,779,000",-,-,-,-,"742,329,000","761,381,000",-,"381,326,000","119,672,000","260,383,000","92,881,000","19,052,000",-,"222,880,000","104,232,000","104,232,000","118,648,000","9,962,000","68,649,000","46,121,000","22,528,000","180,821,000","2,105,626,000","969,783,000","766,783,000","766,783,000","203,000,000","224,075,000","346,379,000","346,379,000","260,563,000","85,816,000","54,480,000","54,480,000","54,480,000","222,307,000",-,-,"499,472,000","499,472,000",-,-,"11,437,000","145,843,000","145,843,000","12,094,000","8,152,000","3,942,000","55,217,000","90,535,000","9,509,000","-2,227,000",-,-,"-267,000","11,437,000","645,315,000","8,152,000","137,691,000","77,194,000","691,643,000","69,042,000","553,952,000","465,230,000","3,941,634","3,726,947","2,538","214,687"
59,6/30/2008,"1,775,670,000","225,692,000","49,405,000",-,"32,255,000","17,150,000",-,-,"176,287,000","176,287,000",-,-,-,"794,024,000","531,997,000","262,027,000",-,-,-,-,"524,783,000","538,029,000",-,-,-,-,"538,029,000","13,246,000",-,"64,294,000","64,294,000","64,294,000",-,"10,333,000","63,269,000",-,-,"93,275,000","1,622,423,000","722,905,000","589,472,000","589,472,000","133,433,000","194,724,000","171,004,000","171,004,000",-,-,"72,745,000","72,745,000",-,"72,745,000",-,-,"277,455,000","277,455,000",-,-,"183,590,000","153,247,000","133,176,000","9,658,000","6,000,000","3,658,000","56,313,000","78,870,000","9,830,000","-1,835,000",-,-,-,"20,071,000","410,631,000","6,000,000","127,176,000","69,907,000","477,376,000","63,907,000","350,200,000","300,795,000","3,657,683","3,435,748",-,"221,935"
60,3/31/2008,"1,642,862,000","262,478,000","59,302,000",-,"46,888,000","12,414,000",-,-,"203,176,000","203,176,000",-,-,-,"667,941,000","485,280,000","182,661,000",-,-,-,-,"525,310,000","537,056,000",-,-,-,-,"537,056,000","11,746,000",-,"50,989,000","50,989,000","50,989,000",-,"9,457,000","60,069,000",-,-,"66,618,000","1,502,711,000","761,626,000","622,322,000","622,322,000","139,304,000","192,633,000","106,088,000","106,088,000",-,-,"79,032,000","79,032,000",-,"79,032,000",-,-,"205,367,000","205,367,000",-,-,"157,965,000","140,151,000","125,627,000","3,658,000",-,"3,658,000","55,762,000","78,072,000","11,353,000","-512,000",-,-,-,"14,524,000","330,994,000",-,"125,627,000","65,558,000","410,026,000","65,558,000","284,399,000","225,097,000","3,400,843","3,400,843",-,-
61,12/31/2007,"1,562,147,000","222,507,000","51,610,000","40,144,000","40,144,000","11,466,000",-,-,"170,897,000","170,897,000",-,"84,184,000",-,"497,631,000","412,180,000","169,634,000","45,000","85,406,000",-,-,"510,140,000","519,374,000",-,"213,076,000","155,435,000","150,863,000","519,374,000","9,234,000",-,"24,823,000","24,823,000","24,823,000","77,136,000","9,319,000","60,001,000","45,270,000","14,731,000","153,542,000","1,438,926,000","740,728,000","604,980,000","604,980,000","135,748,000","154,398,000","163,181,000","163,181,000","94,476,000","68,705,000","49,596,000","49,596,000","49,596,000","49,596,000","89,162,000",-,"227,845,000","227,845,000",-,-,"14,016,000","123,221,000","123,221,000","3,658,000",-,"3,658,000","54,715,000","78,597,000","12,832,000","-917,000",-,-,-,"14,016,000","351,066,000",-,"123,221,000","63,220,000","400,662,000","63,220,000","277,441,000","225,831,000","3,367,383","3,367,383",-,-
62,9/30/2007,"1,479,575,000","195,069,000","59,480,000",-,"32,766,000","26,714,000",-,-,"135,589,000","135,589,000",-,-,-,"643,043,000","453,711,000","189,332,000",-,-,-,-,"478,207,000","486,320,000",-,-,-,-,"486,320,000","8,113,000",-,"26,401,000","26,401,000","26,401,000",-,"8,892,000","60,835,000",-,-,"67,128,000","1,346,314,000","678,091,000","556,496,000","556,496,000","121,595,000","178,767,000","86,524,000","86,524,000",-,-,"33,978,000","33,978,000",-,"33,978,000",-,-,"219,780,000","219,780,000",-,-,"149,174,000","133,261,000","119,978,000","3,658,000",-,"3,658,000","53,064,000","78,295,000","13,209,000","-1,830,000",-,-,-,"13,283,000","339,758,000",-,"119,978,000","59,143,000","373,736,000","59,143,000","253,758,000","194,278,000","3,359,044","3,359,044",-,-
63,6/30/2007,"1,458,042,000","203,115,000","77,185,000",-,"35,449,000","41,736,000",-,-,"125,930,000","125,930,000",-,-,-,"641,788,000","450,546,000","191,242,000",-,-,-,-,"457,404,000","465,037,000",-,-,-,-,"465,037,000","7,633,000",-,"26,716,000","26,716,000","26,716,000",-,"9,044,000","61,447,000",-,-,"58,528,000","1,324,023,000","651,370,000","524,981,000","524,981,000","126,389,000","205,961,000","84,785,000","84,785,000",-,-,"25,116,000","25,116,000",-,"25,116,000",-,-,"201,426,000","201,426,000",-,-,"155,365,000","134,019,000","119,211,000","3,658,000",-,"3,658,000","51,011,000","78,020,000","11,398,000","-2,080,000",-,-,-,"14,808,000","320,637,000",-,"119,211,000","57,764,000","345,753,000","57,764,000","226,542,000","149,357,000","3,383,896","3,383,896",-,-
64,3/31/2007,"1,408,918,000","291,915,000","62,809,000",-,"31,836,000","30,973,000",-,-,"229,106,000","229,106,000",-,-,-,"527,148,000","423,331,000","103,817,000",-,-,-,-,"442,465,000","449,765,000",-,-,-,-,"449,765,000","7,300,000",-,"23,663,000","23,663,000","23,663,000",-,"8,728,000","59,963,000",-,-,"55,036,000","1,278,105,000","626,428,000","494,382,000","494,382,000","132,046,000","218,917,000","87,603,000","87,603,000",-,-,"25,354,000","25,354,000",-,"25,354,000",-,-,"175,178,000","175,178,000",-,-,"144,625,000","130,813,000","117,704,000","3,658,000",-,"3,658,000","48,105,000","77,760,000","10,337,000","-1,482,000",-,-,-,"13,109,000","292,882,000",-,"117,704,000","57,741,000","318,236,000","57,741,000","200,532,000","137,723,000","3,416,115","3,416,115",-,-
65,12/31/2006,"1,351,520,000","194,483,000","53,959,000","40,412,000","40,412,000","13,547,000","39,571,000","39,571,000","140,524,000","140,524,000",-,"73,688,000",-,"335,668,000","283,264,000","172,022,000","58,000","52,346,000","6,359,000",-,"475,848,000","483,127,000",-,"183,742,000","153,987,000","145,398,000","483,127,000","7,279,000",-,"22,891,000","22,891,000","22,891,000","55,601,000","8,735,000","60,038,000","45,186,000","14,852,000","173,810,000","1,235,730,000","638,788,000","498,345,000","498,345,000","140,443,000","162,173,000","145,565,000","145,565,000","88,096,000","57,469,000","18,849,000","18,849,000","18,849,000","18,849,000","90,488,000",-,"163,683,000","163,683,000",-,-,"16,184,000","115,790,000","115,790,000","3,658,000",0,"3,658,000","43,600,000","77,807,000","7,718,000","-1,557,000",-,-,-,"16,184,000","279,473,000",-,"115,790,000","55,752,000","298,322,000","55,752,000","182,532,000","128,573,000","3,461,684","3,461,684",-,-
66,9/30/2006,"1,338,029,000","209,603,000","53,409,000",-,"36,279,000","17,130,000",-,-,"156,194,000","156,194,000",-,-,-,"529,831,000","348,156,000","181,675,000",-,-,-,-,"456,488,000","463,544,000",-,-,-,-,"463,544,000","7,056,000",-,"21,178,000","21,178,000","21,178,000",-,"8,553,000","57,810,000",-,-,"54,566,000","1,208,214,000","582,115,000","461,157,000","461,157,000","120,958,000","188,395,000","73,585,000","73,585,000",-,-,"18,135,000","18,135,000",-,"18,135,000",-,-,"156,180,000","156,180,000",-,-,"189,804,000","129,815,000","113,561,000","3,658,000",-,"3,658,000","40,283,000","77,457,000","7,311,000","-526,000","-458,000","-68,000",-,"16,254,000","269,741,000",-,"113,561,000","55,751,000","287,876,000","55,751,000","174,315,000","120,906,000","3,467,530","3,467,530",-,-
67,6/30/2006,"1,328,001,000","210,265,000","52,827,000",-,"38,390,000","14,437,000",-,-,"157,438,000","157,438,000",-,-,-,"521,052,000","349,679,000","171,373,000",-,-,-,-,"448,028,000","455,104,000",-,-,-,-,"455,104,000","7,076,000",-,"24,418,000","24,418,000","24,418,000",-,"8,910,000","59,114,000",-,-,"56,214,000","1,201,885,000","593,716,000","459,963,000","459,963,000","133,753,000","175,055,000","82,569,000","82,569,000",-,-,"18,554,000","18,554,000",-,"18,554,000",-,-,"147,028,000","147,028,000",-,-,"184,963,000","126,116,000","110,684,000","3,658,000",-,"3,658,000","38,208,000","77,098,000","7,062,000","-1,218,000",-,-,-,"15,432,000","257,712,000",-,"110,684,000","51,570,000","276,266,000","51,570,000","165,582,000","112,755,000","3,470,582","3,470,582",-,-
68,3/31/2006,"1,273,282,000","201,203,000","47,448,000",-,"36,903,000","10,545,000",-,-,"153,755,000","153,755,000",-,-,-,"472,431,000","312,025,000","160,406,000",-,-,-,-,"424,806,000","432,081,000",-,-,-,-,"432,081,000","7,275,000",-,"50,686,000","21,657,000","21,657,000","29,029,000","8,985,000","59,513,000",-,-,"55,658,000","1,122,708,000","584,465,000","448,892,000","448,892,000","135,573,000","151,006,000","73,693,000","73,693,000",-,-,"30,333,000","30,333,000",-,"30,333,000",-,-,"123,113,000","123,113,000",-,-,"160,098,000","150,574,000","108,337,000","3,645,000",-,"3,645,000","35,892,000","76,153,000","6,336,000","-1,017,000",-,-,-,"42,237,000","231,450,000",-,"108,337,000","48,824,000","261,783,000","48,824,000","153,446,000","105,998,000","3,472,950","3,472,950",-,-
69,12/31/2005,"1,198,942,000","192,312,000","58,331,000",-,"36,670,000","21,661,000",-,-,"133,981,000","133,981,000",-,-,-,"426,955,000","298,377,000","128,578,000",-,-,-,-,"412,058,000","419,148,000",-,-,-,-,"419,148,000","7,090,000",-,"52,161,000","22,421,000","22,421,000","29,740,000","9,081,000","58,180,000",-,-,"48,195,000","1,049,534,000","554,991,000","411,916,000","411,916,000","143,075,000","125,925,000","78,460,000","78,460,000",-,-,"13,863,000","13,863,000",-,"13,863,000",-,-,"119,886,000","119,886,000",-,-,"156,409,000","149,408,000","107,211,000","3,757,000","139,000","3,618,000","33,848,000","74,994,000","4,762,000","-626,000",-,-,-,"42,197,000","227,097,000","139,000","107,072,000","49,031,000","240,821,000","48,892,000","133,749,000","75,418,000","3,486,689","3,486,689",-,-
70,9/30/2005,"1,203,033,000","170,249,000","47,373,000",-,"33,036,000","14,337,000",-,-,"122,876,000","122,876,000",-,-,-,"443,719,000","304,560,000","139,159,000",-,-,-,-,"413,284,000","420,504,000",-,-,-,-,"420,504,000","7,220,000",-,"57,638,000","28,872,000","28,872,000","28,766,000","9,297,000","58,103,000",-,-,"50,743,000","1,050,758,000","535,123,000","394,271,000","394,271,000","140,852,000","143,404,000","74,698,000","74,698,000",-,-,"31,566,000","31,566,000",-,"31,566,000",-,-,"113,475,000","113,475,000",-,-,"152,492,000","152,275,000","106,135,000","3,747,000","139,000","3,608,000","32,350,000","74,396,000","3,756,000","-602,000",-,-,-,"46,140,000","219,610,000","139,000","105,996,000","48,032,000","251,037,000","47,893,000","145,041,000","97,668,000","3,503,407","3,503,407",-,-
71,6/30/2005,"1,171,283,000","174,957,000","44,172,000",-,"35,092,000","9,080,000",-,-,"130,785,000","130,785,000",-,-,-,"414,336,000","290,818,000","123,518,000",-,-,-,-,"409,231,000","416,025,000",-,-,-,-,"416,025,000","6,794,000",-,"52,132,000","24,245,000","24,245,000","27,887,000","9,354,000","57,410,000",-,-,"53,863,000","1,022,072,000","534,640,000","389,326,000","389,326,000","145,314,000","137,350,000","77,064,000","77,064,000",-,-,"25,558,000","25,558,000",-,"25,558,000",-,-,"113,180,000","113,180,000",-,-,"134,280,000","149,211,000","105,385,000","3,743,000","139,000","3,604,000","31,032,000","73,911,000","3,240,000","-61,000",-,-,-,"43,826,000","218,565,000","139,000","105,246,000","47,975,000","243,984,000","47,836,000","138,738,000","94,566,000","3,513,944","3,513,944",-,-
72,3/31/2005,"1,178,305,000","184,675,000","51,924,000",-,"37,593,000","14,331,000",-,-,"132,751,000","132,751,000",-,-,-,"426,871,000","291,113,000","135,758,000",-,-,-,-,"395,734,000","402,669,000",-,-,-,-,"402,669,000","6,935,000",-,"49,582,000","21,098,000","21,098,000","28,484,000","9,344,000","58,320,000",-,-,"53,779,000","1,028,138,000","531,379,000","394,177,000","394,177,000","137,202,000","137,062,000","72,183,000","72,183,000",-,-,"23,187,000","23,187,000",-,"23,187,000",-,-,"110,611,000","110,611,000",-,-,"153,716,000","150,167,000","105,340,000","3,937,000","339,000","3,598,000","31,253,000","73,394,000","2,621,000","-623,000",-,-,-,"44,827,000","215,951,000","339,000","105,001,000","47,020,000","238,799,000","46,681,000","133,798,000","81,874,000","3,525,298","3,525,298",-,-
73,12/31/2004,"1,157,248,000","158,202,000","56,848,000",-,"35,168,000","21,680,000",-,-,"101,354,000","101,354,000",-,-,-,"438,490,000","288,814,000","149,676,000",-,-,-,-,"394,794,000","402,114,000",-,-,-,-,"402,114,000","7,320,000",-,"53,131,000","21,409,000","21,409,000","31,722,000","9,145,000","57,887,000",-,-,"45,599,000","1,003,534,000","521,456,000","385,268,000","385,268,000","136,188,000","127,787,000","75,722,000","75,722,000",-,-,"21,644,000","21,644,000",-,"21,644,000",-,-,"105,718,000","105,718,000",-,-,"151,207,000","153,714,000","105,653,000","3,924,000","339,000","3,585,000","30,209,000","72,801,000","1,073,000","-208,000",-,-,-,"48,061,000","211,371,000","339,000","105,314,000","47,766,000","232,676,000","47,427,000","127,362,000","70,514,000","3,556,191","3,556,191",-,-
74,9/30/2004,"1,138,469,000","159,928,000","63,897,000",-,"30,815,000","33,082,000",-,-,"96,031,000","96,031,000",-,-,-,"424,556,000","272,647,000","151,909,000",-,-,-,-,"386,208,000","393,701,000",-,-,-,-,"393,701,000","7,493,000",-,"50,355,000","19,876,000","19,876,000","30,479,000","8,880,000","58,115,000",-,-,"50,427,000","986,776,000","496,454,000","367,141,000","367,141,000","129,313,000","167,313,000","68,675,000","68,675,000",-,-,"19,761,000","19,761,000",-,"19,761,000",-,-,"103,499,000","103,499,000",-,-,"131,074,000","151,693,000","105,853,000","4,585,000","1,009,000","3,576,000","29,779,000","72,183,000","452,000","-242,000",-,-,-,"45,840,000","209,352,000","1,009,000","104,844,000","47,738,000","228,104,000","46,729,000","123,260,000","59,363,000","3,564,070","3,564,070",-,-
75,6/30/2004,"817,763,000","163,511,000","62,660,000",-,"23,525,000","39,135,000",-,-,"100,851,000","100,851,000",-,-,-,"354,145,000","237,620,000","116,525,000",-,-,-,-,"221,971,000","225,938,000",-,-,-,-,"225,938,000","3,967,000",-,"15,050,000","15,050,000","15,050,000",-,"6,268,000","16,130,000",-,-,"40,688,000","765,260,000","346,539,000","251,247,000","251,247,000","95,292,000","152,619,000","56,576,000","56,576,000",-,-,"24,735,000","24,735,000",-,"24,735,000",-,-,"59,615,000","59,615,000",-,-,"125,176,000","52,503,000","45,941,000","3,104,000","1,009,000","2,095,000","29,596,000","14,426,000","275,000","-910,000",-,-,-,"6,562,000","105,556,000","1,009,000","44,932,000","29,811,000","129,282,000","28,802,000","84,350,000","21,690,000","2,087,505","2,087,505",-,-
76,3/31/2004,"801,078,000","134,433,000","55,019,000",-,"19,419,000","35,600,000",-,-,"79,414,000","79,414,000",-,-,-,"375,708,000","247,983,000","127,725,000",-,-,-,-,"213,510,000","218,700,000",-,-,-,-,"218,700,000","4,120,000","-1,070,000","13,250,000","13,250,000","13,250,000",-,"6,418,000","14,685,000",-,-,"43,074,000","745,434,000","336,886,000","249,458,000","249,458,000","87,428,000","148,526,000","43,656,000","43,656,000",-,-,"25,386,000","25,386,000",-,"25,386,000",-,-,"56,794,000","56,794,000",-,-,"134,186,000","55,644,000","48,101,000","3,097,000","1,009,000","2,088,000","30,878,000","14,193,000","244,000","177,000",-,-,-,"7,543,000","104,895,000","1,009,000","47,092,000","33,416,000","129,272,000","32,407,000","82,180,000","27,161,000","2,081,686","2,081,686",-,-
77,12/31/2003,"770,912,000","107,311,000","30,443,000",-,"20,268,000","10,175,000",-,-,"76,868,000","76,868,000",-,-,-,"362,199,000","252,871,000","109,328,000",-,-,-,-,"214,995,000","220,808,000",-,-,-,-,"220,808,000","4,523,000","-1,290,000","12,356,000","12,356,000","12,356,000",-,"6,487,000","14,991,000",-,-,"52,573,000","712,463,000","326,491,000","247,026,000","247,026,000","79,465,000","113,466,000","45,066,000","45,066,000",-,-,"23,209,000","23,209,000",-,"23,209,000",-,-,"54,782,000","54,782,000",-,-,"149,449,000","58,449,000","46,154,000","3,053,000","1,009,000","2,044,000","29,681,000","13,512,000","62,000","-30,000",-,-,-,"12,295,000","100,936,000","1,009,000","45,145,000","31,163,000","123,136,000","30,154,000","77,991,000","47,548,000","2,042,620","2,042,620",-,-
78,9/30/2003,"792,700,000","117,938,000","29,186,000",-,"18,585,000","10,601,000",-,-,"88,752,000","88,752,000",-,-,-,"340,563,000","230,518,000","110,045,000",-,-,-,-,"231,448,000","237,601,000",-,-,-,-,"237,601,000","4,753,000","-1,400,000","13,995,000","13,995,000","13,995,000",-,"6,558,000","13,530,000",-,-,"68,668,000","729,344,000","313,626,000","231,761,000","231,761,000","81,865,000","131,959,000","54,333,000","54,333,000",-,-,"22,964,000","22,964,000",-,"22,964,000",-,-,"50,661,000","50,661,000",-,-,"155,801,000","63,356,000","44,957,000","3,050,000","1,009,000","2,041,000","28,540,000","13,238,000","58,000","187,000",-,-,-,"18,399,000","95,618,000","1,009,000","43,948,000","31,427,000","117,573,000","30,418,000","73,625,000","44,439,000","2,039,170","2,039,170",-,-
79,6/30/2003,"802,603,000","103,539,000","33,791,000",-,"23,398,000","10,393,000",-,-,"69,748,000","69,748,000",-,-,-,"364,394,000","232,877,000","131,517,000",-,-,-,-,"222,307,000","228,994,000",-,-,-,-,"228,994,000","5,087,000","-1,600,000","13,459,000","13,459,000","13,459,000",-,"6,658,000","12,560,000",-,-,"79,686,000","757,782,000","318,248,000","230,152,000","230,152,000","88,096,000","155,330,000","64,072,000","64,072,000",-,-,"24,558,000","24,558,000",-,"24,558,000",-,-,"49,918,000","49,918,000",-,-,"145,656,000","44,821,000","44,821,000","3,045,000","1,009,000","2,036,000","27,633,000","12,898,000","48,000","1,293,000",-,-,-,-,"94,739,000","1,009,000","43,812,000","32,261,000","118,288,000","31,252,000","74,476,000","40,685,000","2,035,112","2,035,112",-,-
80,3/31/2003,"755,156,000","98,889,000","29,125,000",-,"22,229,000","6,896,000",-,-,"69,764,000","69,764,000",-,-,-,"365,968,000","233,432,000","132,536,000",-,-,-,-,"212,256,000","219,271,000",-,-,-,-,"219,271,000","5,215,000","-1,800,000","12,962,000","12,962,000","12,962,000",-,"6,719,000","12,856,000",-,-,"45,506,000","712,072,000","300,667,000","222,845,000","222,845,000","77,822,000","160,221,000","46,776,000","46,776,000",-,-,"26,887,000","26,887,000",-,"26,887,000",-,-,"48,290,000","48,290,000",-,-,"129,231,000","43,084,000","43,084,000","3,041,000","1,009,000","2,032,000","26,538,000","12,477,000","85,000","1,113,000",-,-,-,-,"91,374,000","1,009,000","42,075,000","30,228,000","117,252,000","29,219,000","75,177,000","46,052,000","2,030,038","2,030,038",-,-
81,12/31/2002,"758,800,000","93,969,000","28,160,000",-,"19,218,000","8,942,000",-,-,"65,809,000","65,809,000",-,-,-,"375,135,000","248,301,000","126,834,000",-,-,-,-,"211,014,000","218,254,000",-,-,-,-,"218,254,000","5,350,000","-1,890,000","14,137,000","14,137,000","14,137,000",-,"6,829,000","12,902,000",-,-,"44,814,000","716,494,000","304,753,000","222,724,000","222,724,000","82,029,000","169,483,000","38,440,000","38,440,000",-,-,"25,537,000","25,537,000",-,"25,537,000",-,-,"45,190,000","45,190,000",-,-,"133,091,000","42,306,000","42,306,000","3,033,000","1,009,000","2,024,000","25,851,000","13,222,000","1,027,000","1,227,000",-,-,-,-,"87,496,000","1,009,000","41,297,000","29,404,000","112,024,000","28,395,000","70,727,000","42,567,000","1,998,707","1,998,707",-,-
82,9/30/2002,"741,759,000","95,354,000","31,606,000",-,"18,159,000","13,447,000",-,-,"63,748,000","63,748,000",-,-,-,"361,846,000","238,782,000","123,064,000",-,-,-,-,"206,215,000","213,409,000",-,-,-,-,"213,409,000","5,263,000","-1,931,000","14,550,000","14,550,000","14,550,000",-,"6,752,000","13,362,000",-,-,"43,680,000","698,322,000","292,171,000","217,447,000","217,447,000","74,724,000","154,745,000","38,233,000","38,233,000",-,-,"26,421,000","26,421,000",-,"26,421,000",-,-,"44,552,000","44,552,000",-,-,"142,200,000","43,437,000","43,437,000","3,032,000","1,009,000","2,023,000","26,940,000","13,113,000","1,113,000","1,465,000",-,-,-,-,"87,989,000","1,009,000","42,428,000","30,075,000","113,401,000","29,066,000","70,973,000","39,367,000","1,995,862","1,995,862",-,-
83,6/30/2002,"740,546,000","104,135,000","32,395,000",-,"21,878,000","10,517,000",-,-,"71,740,000","71,740,000",-,-,-,"350,788,000","229,604,000","121,184,000",-,-,-,-,"207,080,000","213,907,000",-,-,-,-,"213,907,000","5,006,000","-1,821,000","15,351,000","15,351,000","15,351,000",-,"6,596,000","15,517,000",-,-,"41,079,000","697,810,000","293,829,000","220,300,000","220,300,000","73,529,000","162,656,000","38,083,000","38,083,000",-,-,"31,913,000","31,913,000",-,"31,913,000",-,-,"47,802,000","47,802,000",-,-,"123,527,000","42,736,000","42,736,000","3,029,000","1,009,000","2,020,000","27,605,000","13,111,000","1,088,000","79,000",-,-,-,-,"90,538,000","1,009,000","41,727,000","27,219,000","121,442,000","26,210,000","79,715,000","47,320,000","1,993,369","1,993,369",-,-
84,3/31/2002,"712,508,000","109,047,000","32,328,000",-,"22,637,000","9,691,000",-,-,"76,719,000","76,719,000",-,-,-,"318,874,000","208,216,000","110,658,000",-,-,-,-,"209,541,000","214,546,000",-,-,-,-,"214,546,000","5,005,000",-,"14,053,000","14,053,000","14,053,000",-,"6,304,000","16,677,000",-,-,"38,012,000","671,377,000","282,037,000","209,378,000","209,378,000","72,659,000","152,837,000","36,910,000","36,910,000",-,-,"40,694,000","40,694,000",-,"40,694,000",-,-,"42,761,000","42,761,000",-,-,"116,138,000","41,131,000","41,131,000","3,025,000","1,009,000","2,016,000","27,278,000","12,783,000","1,046,000","-909,000",-,-,-,-,"83,892,000","1,009,000","40,122,000","24,454,000","123,577,000","23,445,000","83,455,000","51,127,000","1,990,166","1,990,166",-,-
85,12/31/2001,"693,575,000","99,070,000","35,343,000",-,"22,600,000","12,743,000",-,-,"63,727,000","63,727,000",-,-,-,"294,942,000","189,405,000","105,537,000",-,-,-,-,"212,920,000","219,269,000",-,-,-,-,"219,269,000","4,524,000","-1,825,000","14,799,000","14,799,000","14,799,000",-,"6,292,000","15,347,000",-,-,"50,205,000","651,926,000","293,650,000","216,676,000","216,676,000","76,974,000","128,445,000","47,813,000","47,813,000",-,-,"29,345,000","29,345,000",-,"29,345,000",-,-,"43,622,000","43,622,000",-,-,"109,051,000","41,649,000","41,099,000","3,006,000","1,009,000","1,997,000","26,993,000","12,495,000","953,000","-442,000",-,-,-,"550,000","84,721,000","1,009,000","40,090,000","25,752,000","113,057,000","24,743,000","72,967,000","37,624,000","1,973,383","1,973,383",-,-
86,9/30/2001,"799,300,000","110,637,000","31,640,000",-,"22,299,000","9,341,000",-,-,"78,997,000","78,997,000",-,-,-,"364,145,000","250,550,000","113,595,000",-,-,-,-,"219,411,000","223,285,000",-,-,-,-,"223,285,000","3,874,000",-,"18,253,000","18,253,000","18,253,000",-,"7,268,000","14,683,000",-,-,"64,903,000","756,015,000","281,604,000","208,870,000","208,870,000","72,734,000","181,775,000","75,231,000","75,231,000",-,-,"41,240,000","41,240,000",-,"41,240,000",-,-,"46,754,000","46,754,000",-,-,"129,411,000","43,285,000","42,735,000","3,002,000","1,009,000","1,993,000","28,021,000","12,244,000","799,000","267,000",-,-,-,"550,000","89,489,000","1,009,000","41,726,000","28,052,000","129,720,000","27,043,000","87,994,000","56,354,000","1,972,863","1,972,863",-,-
87,6/30/2001,"712,702,000","97,430,000","36,122,000",-,"24,219,000","11,903,000",-,-,"61,308,000","61,308,000",-,-,-,"324,684,000","208,045,000","116,639,000",-,-,-,-,"216,245,000","219,918,000",-,-,-,-,"219,918,000","3,673,000",-,"17,080,000","17,080,000","17,080,000",-,"7,186,000","16,224,000",-,-,"33,853,000","669,726,000","276,804,000","212,573,000","212,573,000","64,231,000","155,062,000","38,157,000","38,157,000",-,-,"38,403,000","38,403,000",-,"38,403,000",-,-,"45,356,000","45,356,000",-,-,"115,944,000","42,976,000","42,426,000","3,015,000","1,025,000","1,990,000","28,265,000","12,000,000","20,000","-834,000",-,-,-,"550,000","87,782,000","1,025,000","41,401,000","26,202,000","125,160,000","25,177,000","83,759,000","47,637,000","1,989,185","1,989,185",-,-
