,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
121,12/31/1992,"139,655,000","18,359,000","10,692,000",-,"8,846,000","1,846,000",-,-,"7,667,000","7,667,000",-,-,"1,392,000","27,922,000","4,496,000","23,426,000",-,-,-,-,"78,985,000","82,505,000",-,-,-,-,"82,505,000","3,025,000","-495,000","1,086,000","1,086,000","1,086,000",-,"1,699,000",-,-,-,"10,212,000","129,804,000","94,173,000","71,360,000","71,360,000","22,813,000","15,051,000","1,951,000","1,951,000",-,-,"8,020,000","8,020,000",-,"8,020,000",-,-,"6,798,000","6,798,000",-,-,"3,811,000","9,851,000","9,851,000","1,848,000","1,848,000",-,"1,407,000",-,-,-,-,-,"6,596,000",-,"16,649,000","1,848,000","8,003,000","9,851,000","22,821,000","8,003,000","14,818,000","4,126,000","740,054","740,054",-,-
122,9/30/1992,"138,833,000","15,805,000","8,756,000",-,"6,197,000","2,559,000",-,-,"7,049,000","7,049,000",-,-,"1,450,000","28,657,000","5,432,000","23,225,000",-,-,-,-,"78,965,000","82,078,000",-,-,-,-,"82,078,000","3,113,000",-,"1,211,000","1,211,000","1,211,000",-,"1,696,000",-,-,-,"11,049,000","129,198,000","89,759,000","72,102,000","72,102,000","17,657,000","10,745,000","2,085,000","2,085,000",-,-,"14,341,000","14,341,000",-,"14,341,000",-,-,"6,575,000","6,575,000",-,-,"5,693,000","9,635,000","9,635,000","1,847,000","1,847,000",-,"1,216,000",-,-,-,-,-,"6,572,000",-,"16,210,000","1,847,000","7,788,000","9,635,000","28,704,000","7,788,000","20,916,000","12,160,000","738,042","738,042",-,-
123,6/30/1992,"142,405,000","17,042,000","9,322,000",-,"7,181,000","2,141,000",-,-,"7,720,000","7,720,000",-,-,"1,412,000","28,715,000","6,495,000","22,220,000",-,-,-,-,"81,733,000","85,516,000",-,-,-,-,"85,516,000","3,220,000","-563,000","1,283,000","1,283,000","1,283,000",-,"1,711,000",-,-,-,"10,509,000","132,848,000","92,787,000","71,745,000","71,745,000","21,042,000","15,048,000","2,713,000","2,713,000",-,-,"11,090,000","11,090,000",-,"11,090,000",-,-,"6,316,000","6,316,000",-,-,"4,894,000","9,557,000","9,557,000","1,948,000","1,948,000",-,"1,050,000",-,-,-,-,-,"6,559,000",-,"15,873,000","1,948,000","7,609,000","9,557,000","25,015,000","7,609,000","17,406,000","8,084,000","738,609","738,609",-,-
124,3/31/1992,"136,171,000","16,370,000","7,720,000",-,"5,903,000","1,817,000",-,-,"8,650,000","8,650,000",-,-,"1,272,000","26,446,000","5,591,000","20,855,000",-,-,-,-,"79,572,000","83,415,000",-,-,-,-,"83,415,000","3,274,000","-569,000","1,217,000","1,217,000","1,217,000",-,"1,731,000",-,-,-,"9,563,000","127,196,000","92,762,000","74,442,000","74,442,000","18,320,000","12,345,000","2,745,000","2,745,000",-,-,"9,405,000","9,405,000",-,"9,405,000",-,-,"5,881,000","5,881,000",-,-,"4,058,000","8,975,000","8,975,000","1,598,000","1,598,000",-,"921,000",-,-,-,-,-,"6,456,000",-,"14,856,000","1,598,000","7,377,000","8,975,000","22,663,000","7,377,000","15,286,000","7,566,000","735,304","735,304",-,-
125,12/31/1991,"138,930,000","17,313,000","10,616,000",-,"7,529,000","3,087,000",-,-,"6,697,000","6,697,000",-,-,"1,307,000","26,828,000","7,065,000","19,763,000",-,-,-,-,"80,962,000","84,837,000",-,-,-,-,"84,837,000","3,275,000","-600,000","1,187,000","1,187,000","1,187,000",-,"1,763,000",-,-,-,"9,570,000","131,649,000","92,950,000","74,925,000","74,925,000","18,025,000","16,213,000","3,124,000","3,124,000",-,-,"9,995,000","9,995,000",-,"9,995,000",-,-,"5,738,000","5,738,000",-,-,"3,629,000","7,281,000","7,281,000","1,598,000","1,598,000",-,"769,000",-,-,-,-,-,"4,914,000",-,"13,019,000","1,598,000","5,683,000","7,281,000","21,416,000","5,683,000","15,733,000","5,117,000","648,438","648,438",-,-
126,9/30/1991,"73,729,000","12,785,000","6,004,000",-,"5,069,000","935,000",-,-,"6,781,000","6,781,000",-,-,"351,000","10,725,000","156,000","10,569,000",-,-,-,-,"43,201,000","45,479,000",-,-,-,-,"45,479,000","1,861,000","-417,000","940,000","940,000","940,000",-,"959,000",-,-,-,"4,768,000","69,651,000","51,349,000","39,459,000","39,459,000","11,890,000",-,"912,000","912,000",-,-,"12,695,000","12,695,000",-,"12,695,000",-,-,"3,130,000","3,130,000",-,-,"1,565,000","4,078,000","4,078,000","904,000","904,000",-,"680,000",-,-,-,-,-,"2,494,000",-,"7,208,000","904,000","3,174,000","4,078,000","18,999,000","3,174,000","15,825,000","9,821,000","374,219","374,219",-,-
127,6/30/1991,"74,130,000","10,995,000","5,798,000",-,"4,253,000","1,545,000",-,-,"5,197,000","5,197,000",-,-,"437,000","12,262,000","1,453,000","10,809,000",-,-,-,-,"43,685,000","45,992,000",-,-,-,-,"45,992,000","1,868,000","-439,000","903,000","903,000","903,000",-,"971,000",-,-,-,"4,877,000","70,142,000","48,904,000","37,559,000","37,559,000","11,345,000",-,"816,000","816,000",-,-,"14,868,000","14,868,000",-,"14,868,000",-,-,"3,337,000","3,337,000",-,-,"2,217,000","3,988,000","3,988,000","904,000","904,000",-,"594,000",-,-,-,-,-,"2,490,000",-,"7,325,000","904,000","3,084,000","3,988,000","21,289,000","3,084,000","18,205,000","12,407,000","373,865","373,865",-,-
128,3/31/1991,"72,489,000","9,217,000","4,811,000",-,"3,275,000","1,536,000",-,-,"4,406,000","4,406,000",-,-,"511,000","12,758,000","1,780,000","10,978,000",-,-,-,-,"42,979,000","45,499,000",-,-,-,-,"45,499,000","2,066,000","-454,000","989,000","989,000","989,000",-,"990,000",-,-,-,"5,045,000","68,546,000","48,287,000","37,633,000","37,633,000","10,654,000",-,"827,000","827,000",-,-,"13,782,000","13,782,000",-,"13,782,000",-,-,"3,213,000","3,213,000",-,-,"2,437,000","3,943,000","3,943,000","904,000","904,000",-,"543,000",-,-,-,-,-,"2,496,000",-,"7,156,000","904,000","3,039,000","3,943,000","20,034,000","3,039,000","16,995,000","12,184,000","373,445","373,445",-,-
129,12/31/1990,"73,019,000","10,886,000","6,295,000",-,"5,194,000","1,101,000",-,-,"4,591,000","4,591,000",-,-,"531,000","11,541,000","855,000","10,686,000",-,-,-,-,"43,041,000","45,609,000",-,-,-,-,"45,609,000","2,090,000","-478,000","968,000","968,000","968,000",-,"1,007,000",-,-,-,"5,045,000","69,112,000","48,951,000","35,871,000","35,871,000","13,080,000",-,"1,022,000","1,022,000",-,-,"13,059,000","13,059,000",-,"13,059,000",-,-,"3,233,000","3,233,000",-,-,"2,847,000","3,907,000","3,907,000","896,000","896,000",-,"501,000",-,-,-,-,-,"2,510,000",-,"7,140,000","896,000","3,011,000","3,907,000","19,303,000","3,011,000","16,292,000","9,997,000","372,381","372,381",-,-
130,9/30/1990,"74,444,000","10,964,000","6,058,000",-,"4,569,000","1,489,000",-,-,"4,906,000","4,906,000",-,-,"634,000","11,730,000","752,000","10,978,000",-,-,-,-,"43,176,000","45,912,000",-,-,-,-,"45,912,000","2,237,000","-499,000","1,315,000","1,315,000","1,315,000",-,"1,066,000",-,-,-,"5,559,000","70,564,000","50,252,000","37,851,000","37,851,000","12,401,000",-,"1,327,000","1,327,000",-,-,"12,897,000","12,897,000",-,"12,897,000",-,-,"3,230,000","3,230,000",-,-,"2,858,000","3,880,000","3,880,000","904,000","904,000",-,"476,000",-,-,-,-,-,"2,500,000",-,"7,110,000","904,000","2,976,000","3,880,000","19,103,000","2,976,000","16,127,000","10,069,000","372,192","372,192",-,-
131,6/30/1990,"75,216,000","12,481,000","6,293,000",-,"4,987,000","1,306,000",-,-,"6,188,000","6,188,000",-,-,"504,000","12,573,000","1,853,000","10,720,000",-,-,-,-,"41,937,000","44,552,000",-,-,-,-,"44,552,000","2,116,000","-499,000","1,175,000","1,175,000","1,175,000",-,"1,079,000",-,-,-,"5,467,000","71,217,000","50,774,000","38,723,000","38,723,000","12,051,000",-,"1,869,000","1,869,000",-,-,"13,446,000","13,446,000",-,"13,446,000",-,-,"3,338,000","3,338,000",-,-,"1,790,000","3,999,000","3,999,000","904,000","904,000",-,"606,000",-,-,-,-,-,"2,489,000",-,"7,337,000","904,000","3,095,000","3,999,000","19,879,000","3,095,000","16,784,000","10,491,000","371,154","371,154",-,-
132,3/31/1990,"74,150,000","13,245,000","6,567,000",-,"4,064,000","2,503,000",-,-,"6,678,000","6,678,000",-,-,"567,000","11,226,000","424,000","10,802,000",-,-,-,-,"41,886,000","45,035,000",-,-,-,-,"45,035,000","2,607,000","-542,000","987,000","987,000","987,000",-,"1,077,000",-,-,-,"5,162,000","70,244,000","49,868,000","39,611,000","39,611,000","10,257,000",-,"1,483,000","1,483,000",-,-,"13,622,000","13,622,000",-,"13,622,000",-,-,"3,250,000","3,250,000",-,-,"2,021,000","3,906,000","3,906,000","904,000","904,000",-,"580,000",-,-,-,-,-,"2,422,000",-,"7,156,000","904,000","3,002,000","3,906,000","19,874,000","3,002,000","16,872,000","10,305,000","370,441","370,441",-,-
133,12/31/1989,"71,513,000","11,906,000","6,866,000",-,"4,604,000","2,262,000",-,-,"5,040,000","5,040,000",-,-,"622,000","10,227,000","519,000","9,708,000",-,-,-,-,"41,876,000","45,086,000",-,-,-,-,"45,086,000","2,636,000","-574,000","1,114,000","1,114,000","1,114,000",-,"1,092,000",-,-,-,"4,676,000","67,808,000","50,151,000","36,754,000","36,754,000","13,397,000",-,"1,038,000","1,038,000",-,-,"11,225,000","11,225,000",-,"11,225,000",-,-,"2,970,000","2,970,000",-,-,"2,424,000","3,705,000","3,705,000","904,000","904,000",-,"513,000",-,-,-,-,-,"2,288,000",-,"6,675,000","904,000","2,801,000","3,705,000","16,996,000","2,801,000","14,195,000","7,329,000","345,358","345,358",-,-
