,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Other Receivables,Net PPE,Gross PPE,Other Properties,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Current Notes Payable,Commercial Paper,Line of Credit,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Long Term Provisions,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
41,12/31/2012,"305,107,000","10,667,000","9,204,000","5,220,000",-,"3,984,000","1,463,000","1,463,000",-,"63,502,000","2,096,000","61,406,000","10,354,000","51,052,000","10,877,000","2,430,000","178,266,000","182,302,000","3,693,000","72,424,000","25,754,000","80,431,000",-,"4,036,000",-,"7,247,000",-,"7,247,000",-,-,-,"10,869,000","9,072,000","1,797,000","23,679,000","263,342,000","213,142,000","143,162,000","143,162,000","69,980,000","3,327,000",-,-,"4,449,000","4,449,000","8,453,000","8,453,000",-,"8,453,000","250,000",-,"589,000","29,127,000","29,127,000","9,437,000",-,"250,000","4,594,000","41,765,000","39,003,000","2,690,000",-,"2,690,000","20,265,000","15,783,000","569,000","834,000","834,000",-,"2,762,000","68,130,000",-,"39,003,000",-,"28,134,000","76,583,000","28,134,000","37,580,000","28,376,000","538,000","528,000","80,000","10,000"
42,9/30/2012,"300,803,000","2,321,000","2,321,000",-,-,"2,321,000","1,724,000","1,724,000",-,"62,814,000","2,664,000","62,814,000",-,-,"10,846,000",-,"180,562,000","184,601,000","2,737,000","105,200,000","76,664,000",-,"181,864,000","4,039,000",-,-,-,-,-,-,-,"10,941,000","9,163,000","1,778,000","33,319,000","262,120,000","206,263,000","141,779,000","141,779,000","64,484,000","3,877,000",-,-,"4,015,000","4,015,000","10,731,000","10,731,000",-,"10,731,000",-,-,-,"28,496,000","28,496,000","9,942,000",-,"239,000","55,857,000","38,683,000","38,683,000","2,689,000",-,"2,689,000","19,813,000","15,708,000","518,000","991,000",-,"37,692,000","3,119,000","67,179,000",-,"38,683,000",-,"27,742,000","77,910,000","27,742,000","39,227,000","32,622,000","538,000","529,000",-,"9,000"
43,6/30/2012,"299,575,000","9,777,000","8,131,000",-,-,"8,131,000","1,646,000","1,646,000",-,"64,058,000","2,121,000","61,937,000",-,-,"10,617,000",-,"179,602,000","183,758,000","3,333,000","85,665,000","60,457,000","34,303,000",-,"4,156,000",-,-,-,-,-,-,-,"10,962,000","9,158,000","1,804,000","24,559,000","259,361,000","206,923,000","142,447,000","142,447,000","64,476,000","4,166,000",-,-,"3,428,000","3,428,000","10,185,000","10,185,000","10,185,000",-,-,-,-,"18,033,000","18,033,000","10,440,000",-,"224,000","16,402,000","40,214,000","37,005,000","2,687,000",-,"2,687,000","19,149,000","15,218,000","451,000","402,000",-,-,"3,209,000","55,038,000",-,"37,005,000",-,"26,043,000","65,223,000","26,043,000","28,218,000","20,087,000","537,000","529,000",-,"8,000"
44,3/31/2012,"295,883,000","7,617,000","6,246,000",-,-,"6,246,000","1,371,000","1,371,000",-,"67,193,000","2,639,000","64,554,000",-,-,"10,352,000",-,"174,474,000","178,670,000","2,456,000","100,643,000","75,571,000",-,-,"4,196,000",-,-,-,-,-,-,-,"11,188,000","9,169,000","2,019,000","25,059,000","257,647,000","206,127,000","143,664,000","143,664,000","62,463,000","4,832,000",-,-,"3,607,000","3,607,000","12,065,000","12,065,000","12,065,000",-,-,-,-,"17,178,000","17,178,000","8,957,000",-,"243,000","13,595,000","38,236,000","35,045,000","2,685,000",-,"2,685,000","18,834,000","13,712,000","467,000","281,000",-,-,"3,191,000","52,223,000",-,"35,045,000",-,"23,857,000","64,288,000","23,857,000","29,243,000","22,997,000","537,000","528,000",-,"9,000"
45,12/31/2011,"271,205,000","7,479,000","5,274,000","4,105,000",-,"1,169,000","2,205,000","2,205,000",-,"63,147,000","2,513,000","60,634,000","12,066,000","48,568,000","10,134,000","2,360,000","151,187,000","155,534,000","2,936,000","57,206,000","23,142,000","72,250,000",-,"4,347,000",-,"6,416,000",-,"6,416,000",-,-,-,"10,144,000","8,285,000","1,859,000","22,698,000","233,959,000","187,966,000","128,918,000","128,918,000","59,048,000","2,984,000",-,-,"4,175,000","4,175,000",-,-,-,-,-,-,"711,000","33,720,000","33,720,000","6,967,000",-,"240,000","4,874,000","37,246,000","34,053,000","2,683,000",-,"2,683,000","18,253,000","13,709,000","487,000","-105,000","-105,000",-,"3,193,000","67,773,000",-,"34,053,000",-,"23,909,000","67,773,000","23,909,000","33,720,000","28,446,000","537,000","527,000",-,"10,000"
46,9/30/2011,"269,470,000","8,561,000","6,755,000",-,-,"6,755,000","1,806,000","1,806,000",-,"65,065,000","2,960,000","62,105,000",-,-,"9,915,000",-,"152,527,000","157,034,000","2,491,000","68,436,000","55,039,000","31,068,000",-,"4,507,000",-,-,-,-,-,-,-,"10,156,000","8,207,000","1,949,000","23,246,000","232,228,000","187,732,000","132,552,000","132,552,000","55,180,000","3,105,000",-,-,"3,587,000","3,587,000","11,990,000","11,990,000","11,990,000",-,-,-,-,"14,579,000","14,579,000","5,015,000",-,"217,000","11,018,000","37,242,000","34,219,000","2,682,000",-,"2,682,000","17,985,000","13,690,000","535,000","397,000",-,-,"3,023,000","48,798,000",-,"34,219,000",-,"24,063,000","60,788,000","24,063,000","26,569,000","19,814,000","536,000","526,000",-,"10,000"
47,6/30/2011,"263,117,000","10,730,000","8,373,000",-,-,"8,373,000","2,357,000","2,357,000",-,"61,489,000","2,075,000","59,414,000",-,-,"9,776,000",-,"148,371,000","152,998,000","2,679,000","81,149,000","69,170,000",-,-,"4,627,000",-,-,-,-,-,-,-,"10,594,000","8,182,000","2,412,000","22,157,000","228,244,000","181,891,000","129,208,000","129,208,000","52,683,000","3,812,000",-,-,"3,502,000","3,502,000","10,526,000","10,526,000","10,526,000",-,-,-,-,"14,380,000","14,380,000","5,022,000",-,"202,000","13,931,000","34,873,000","32,235,000","2,682,000",-,"2,682,000","17,344,000","12,673,000","533,000","69,000",-,-,"2,638,000","46,615,000",-,"32,235,000",-,"21,641,000","57,141,000","21,641,000","24,906,000","16,533,000","536,000","526,000",-,"10,000"
48,3/31/2011,"259,378,000","1,359,000","1,359,000",-,-,"1,359,000","2,240,000","2,240,000",-,"60,992,000","2,254,000","60,992,000",-,-,"9,595,000",-,"147,608,000","152,367,000","2,980,000","79,950,000","69,437,000",-,"149,387,000","4,759,000",-,-,-,-,-,-,-,"10,764,000","8,146,000","2,618,000","29,060,000","228,246,000","181,990,000","133,283,000","133,283,000","48,707,000","4,079,000",-,-,"3,078,000","3,078,000",-,-,-,-,-,-,-,"34,996,000","34,996,000","5,020,000",-,"204,000","11,260,000","31,132,000","31,132,000","2,682,000",-,"2,682,000","16,640,000","12,703,000","584,000","-309,000",-,-,"2,585,000","66,128,000",-,"31,132,000",-,"20,368,000","66,128,000","20,368,000","34,996,000","33,637,000","536,000","526,000",-,"10,000"
49,12/31/2010,"264,284,000","8,611,000","4,907,000","3,297,000",-,"1,610,000","3,704,000","3,704,000",-,"66,088,000","1,826,000","64,262,000","6,952,000","57,310,000","9,220,000","1,895,000","142,807,000","147,694,000","3,492,000","47,677,000","20,866,000","75,659,000",-,"4,887,000",-,"6,393,000",-,"6,393,000",-,-,-,"10,753,000","8,149,000","2,604,000","20,412,000","231,446,000","183,390,000","133,371,000","133,371,000","50,019,000","4,144,000",-,-,"3,188,000","3,188,000",-,-,-,-,-,-,"1,058,000","35,344,000","35,344,000","6,043,000",-,"188,000","5,192,000","32,838,000","30,242,000","2,682,000",-,"2,682,000","15,859,000","12,704,000","572,000","-431,000","-431,000",-,"2,596,000","65,586,000",-,"30,242,000",-,"19,489,000","65,586,000","19,489,000","35,344,000","30,437,000","536,000","526,000",-,"10,000"
50,9/30/2010,"260,133,000","6,233,000","4,139,000",-,-,"4,139,000","2,094,000","2,094,000",-,"64,416,000","955,000","63,461,000",-,-,"10,137,000",-,"148,171,000","153,402,000","3,275,000",-,-,-,"150,127,000","5,231,000",-,-,-,-,-,-,-,"10,518,000","8,166,000","2,352,000","20,658,000","227,467,000","179,183,000","133,118,000","133,118,000","46,065,000","4,661,000",-,-,"3,134,000","3,134,000","13,508,000","13,508,000","13,508,000",-,-,-,-,"17,129,000","17,129,000","7,106,000",-,"193,000","9,659,000","32,666,000","30,042,000","2,680,000",-,"2,680,000","15,114,000","12,654,000","552,000","146,000",-,-,"2,624,000","47,171,000",-,"30,042,000",-,"19,524,000","60,679,000","19,524,000","30,637,000","26,498,000","536,000","526,000",-,"10,000"
51,6/30/2010,"261,695,000","10,795,000","8,586,000",-,-,"8,586,000","2,209,000","2,209,000",-,"54,599,000","882,000","53,717,000",-,-,"10,159,000",-,"151,762,000","157,098,000","2,756,000",-,-,-,"154,342,000","5,336,000",-,-,-,-,-,-,-,"12,138,000","9,410,000","2,728,000","22,242,000","230,705,000","178,799,000","134,487,000","134,487,000","44,312,000","3,690,000",-,-,"2,757,000","2,757,000","12,617,000","12,617,000","12,617,000",-,-,-,-,"18,303,000","18,303,000","8,119,000",-,"218,000","14,321,000","30,990,000","28,377,000","2,678,000",-,"2,678,000","14,073,000","12,625,000","557,000","-442,000",-,-,"2,613,000","46,680,000",-,"28,377,000",-,"16,239,000","59,297,000","16,239,000","30,920,000","22,334,000","535,000","525,000",-,"10,000"
52,3/31/2010,"265,396,000","5,537,000","4,170,000",-,-,"4,170,000","1,367,000","1,367,000",-,"59,201,000","1,595,000","57,606,000",-,-,"10,256,000",-,"154,638,000","159,957,000","2,691,000",-,-,-,"157,266,000","5,319,000",-,-,-,-,-,-,-,"12,714,000","9,425,000","3,289,000","23,050,000","235,962,000","182,523,000","139,401,000","139,401,000","43,122,000","5,511,000",-,-,"2,939,000","2,939,000","12,638,000","12,638,000","12,638,000",-,-,-,-,"18,701,000","18,701,000","8,700,000",-,"252,000","13,398,000","29,434,000","26,818,000","2,676,000",-,"2,676,000","13,340,000","12,590,000","500,000","-1,288,000",-,-,"2,616,000","45,519,000",-,"26,818,000",-,"14,104,000","58,157,000","14,104,000","31,339,000","27,169,000","535,000","526,000",-,"9,000"
53,12/31/2009,"269,863,000","11,166,000","8,776,000","4,288,000",-,"4,488,000","2,390,000","2,390,000",-,"58,151,000","2,124,000","56,027,000","5,229,000","50,798,000","10,254,000",-,"148,808,000","153,880,000","2,539,000","47,415,000","17,635,000","86,291,000","157,543,000","5,072,000",-,"6,202,000",-,"6,202,000",-,-,-,"12,909,000","9,505,000","3,404,000","22,373,000","237,296,000","186,922,000","142,538,000","142,538,000","44,384,000","3,998,000",-,-,"3,590,000","3,590,000","12,362,000","12,362,000","12,362,000",-,-,-,-,"35,263,000","35,263,000","10,761,000",-,"296,000","7,227,000","32,567,000","29,942,000","2,354,000",-,"2,354,000","13,144,000","16,919,000","513,000","-1,962,000","-1,962,000",-,"2,625,000","65,205,000",-,"29,942,000",-,"17,033,000","65,205,000","17,033,000","35,263,000","26,487,000","471,000","462,000",-,"9,000"
