,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Foreclosed Assets,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Provisions,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
28,3/31/2016,"1,800,967,000","383,382,000","158,289,000","22,240,000",-,"136,049,000",-,-,-,"225,093,000",-,-,"626,999,000","273,747,000","39,751,000","36,890,000","316,362,000","63,044,000","606,112,000","618,824,000","300,924,000","317,900,000","171,425,000","28,652,000","12,712,000","136,000","35,261,000","35,261,000","35,261,000",-,"27,592,000","22,575,000","5,017,000",-,-,"121,621,000","1,572,206,000","934,591,000","718,573,000","718,573,000","216,018,000","157,208,000","157,208,000","73,241,000","58,257,000","58,257,000","58,257,000","38,014,000","20,893,000","20,893,000","9,994,000","20,893,000","136,146,000","62,769,000","207,835,000","207,835,000",-,-,-,"57,276,000","228,761,000","227,522,000","17,784,000","17,753,000","31,000","136,998,000","107,590,000","8,224,000","-26,626,000",-,-,-,"1,239,000","435,357,000","17,753,000","209,769,000","199,930,000","438,497,000","182,177,000","228,728,000","70,439,000","3,099,482","2,934,929",-,"164,553"
29,12/31/2015,"1,731,210,000","352,772,000","133,097,000","20,900,000",-,"112,197,000",-,"14,328,000","14,328,000","219,675,000",-,-,"592,911,000","249,956,000","25,400,000","36,215,000","306,740,000","56,184,000","604,991,000","617,617,000","287,834,000","329,783,000","170,014,000","28,704,000","12,626,000","165,000","27,683,000","27,683,000","27,683,000",-,"27,851,000","22,349,000","5,502,000",-,-,"125,002,000","1,508,118,000","907,887,000","697,061,000","697,061,000","210,826,000","146,496,000","146,496,000","57,827,000","53,722,000","53,722,000","53,722,000","35,653,000","21,079,000","21,079,000","9,995,000","21,079,000","117,512,000","57,592,000","201,275,000","201,275,000",-,-,-,"60,147,000","223,092,000","221,857,000","16,749,000","16,718,000","31,000","133,841,000","108,288,000","7,677,000","-29,344,000",-,-,-,"1,235,000","423,132,000","16,718,000","205,139,000","194,006,000","427,493,000","177,288,000","222,354,000","89,257,000","3,099,482","2,953,279","143,870","146,203"
30,9/30/2015,"1,808,356,000","391,356,000","159,661,000","21,726,000",-,"137,935,000",-,-,-,"231,695,000",-,-,"609,385,000","266,946,000","35,546,000","33,940,000","308,499,000","60,871,000","608,818,000","622,444,000","289,071,000","333,373,000","180,071,000","19,352,000","13,626,000","-1,301,000","37,875,000","37,875,000","37,875,000",-,"28,090,000","22,444,000","5,646,000",-,-,"132,832,000","1,586,219,000","904,243,000","689,630,000","689,630,000","214,613,000","168,604,000","168,604,000","63,733,000","59,557,000","59,557,000","59,557,000","36,139,000","23,715,000","23,715,000","9,416,000","23,715,000","125,981,000","62,248,000","213,533,000","213,533,000",-,-,-,"90,586,000","222,137,000","220,848,000","15,249,000","15,218,000","31,000","130,921,000","108,261,000","6,326,000","-27,257,000",-,-,-,"1,289,000","434,381,000","15,218,000","205,630,000","192,758,000","442,878,000","177,540,000","237,248,000","77,587,000","3,099,478","2,978,990",-,"120,488"
31,6/30/2015,"1,827,095,000","391,152,000","154,098,000","23,413,000",-,"130,685,000",-,-,-,"237,054,000",-,-,"609,043,000","276,922,000","29,821,000","30,166,000","301,955,000","60,843,000","618,043,000","632,118,000","289,769,000","342,349,000","182,047,000","29,675,000","14,075,000","-1,282,000","43,921,000","43,921,000","43,921,000",-,"29,007,000","23,012,000","5,995,000",-,-,"135,929,000","1,606,270,000","908,037,000","700,395,000","700,395,000","207,642,000","177,012,000","177,012,000","72,979,000","54,867,000","54,867,000","54,867,000","35,336,000","25,907,000","25,907,000","9,990,000","25,907,000","134,020,000","63,316,000","211,845,000","211,845,000",-,-,-,"94,582,000","220,825,000","219,440,000","13,999,000","13,968,000","31,000","126,954,000","108,219,000","4,628,000","-25,104,000",-,-,-,"1,385,000","431,285,000","13,968,000","205,472,000","190,433,000","443,224,000","176,465,000","237,752,000","83,654,000","3,099,474","3,009,845",-,"89,629"
32,3/31/2015,"1,831,801,000","394,791,000","155,776,000","21,880,000",-,"133,896,000",-,-,-,"239,015,000",-,-,"629,798,000","302,983,000","31,930,000","23,254,000","303,561,000","71,581,000","606,456,000","621,054,000","279,348,000","341,706,000","182,431,000","32,210,000","14,598,000","-1,195,000","35,637,000","35,637,000","35,637,000",-,"29,079,000","23,150,000","5,929,000",-,-,"136,040,000","1,615,778,000","899,647,000","691,426,000","691,426,000","208,221,000","175,371,000","175,371,000","65,243,000","58,252,000","58,252,000","58,252,000","39,238,000","39,405,000","39,405,000","10,976,000","39,405,000","142,438,000","77,195,000","210,522,000","210,522,000",-,-,-,"90,143,000","216,023,000","214,620,000","11,999,000","11,968,000","31,000","122,463,000","108,124,000","3,275,000","-24,691,000",-,-,-,"1,403,000","425,142,000","11,968,000","202,652,000","185,541,000","452,579,000","173,573,000","249,927,000","94,151,000","3,099,471","3,034,140",-,"65,331"
33,12/31/2014,"1,842,530,000","402,767,000","160,197,000","32,108,000",-,"128,089,000",-,"16,782,000","16,782,000","242,570,000",-,-,"630,229,000","296,786,000","29,853,000","23,921,000","309,522,000","67,957,000","628,641,000","644,635,000","274,665,000","369,970,000","189,563,000","19,259,000","15,994,000","-1,236,000","28,419,000","28,419,000","28,419,000",-,"30,003,000","23,592,000","6,411,000",-,0,"122,471,000","1,630,485,000","899,332,000","699,449,000","699,449,000","199,883,000","173,438,000","173,438,000","70,944,000","52,180,000","52,180,000","52,180,000","33,984,000","58,335,000","58,335,000","16,155,000","58,335,000","139,036,000","68,092,000","223,080,000","223,080,000",-,-,0,"85,084,000","212,045,000","210,534,000","10,499,000","10,468,000","31,000","118,201,000","107,979,000","2,929,000","-23,216,000",-,-,-,"1,511,000","433,614,000","10,468,000","200,066,000","180,531,000","481,481,000","170,063,000","281,415,000","121,218,000","3,082,038","3,023,918","143,870","58,120"
34,9/30/2014,"1,882,849,000","424,506,000","179,044,000","35,976,000",-,"143,068,000",-,-,-,"245,462,000",-,-,"623,869,000","290,822,000","32,044,000","24,038,000","309,009,000","57,694,000","636,911,000","653,826,000","277,508,000","376,318,000","196,210,000","20,151,000","16,915,000","-1,185,000","39,298,000","39,298,000","39,298,000",-,"31,118,000","24,500,000","6,618,000",-,0,"127,147,000","1,668,358,000","942,655,000","743,184,000","743,184,000","199,471,000","175,732,000","175,732,000","78,561,000","59,428,000","59,428,000","59,428,000",-,"64,838,000","64,838,000",-,"64,838,000","137,272,000","58,711,000","223,842,000","223,842,000",-,-,0,"64,591,000","214,491,000","212,872,000","8,999,000","8,968,000","31,000","118,641,000","107,839,000","2,631,000","-19,976,000",-,-,-,"1,619,000","436,714,000","8,968,000","203,904,000","181,754,000","492,584,000","172,786,000","288,680,000","109,636,000","3,082,035","3,029,488",-,"52,547"
35,6/30/2014,"1,910,270,000","439,438,000","189,085,000","35,268,000",-,"153,817,000",-,-,-,"250,353,000",-,-,"616,399,000","290,776,000","31,033,000","22,330,000","303,293,000","50,502,000","649,614,000","667,504,000","283,159,000","384,345,000","198,922,000","20,095,000","17,890,000","-1,172,000","41,864,000","41,864,000","41,864,000",-,"32,071,000","25,087,000","6,984,000",-,0,"130,884,000","1,697,171,000","966,034,000","753,075,000","753,075,000","212,959,000","183,912,000","183,912,000","75,827,000","62,323,000","62,323,000","62,323,000",-,"59,534,000","59,534,000",-,"59,534,000","123,370,000","47,543,000","226,984,000","226,984,000",-,-,0,"75,014,000","213,099,000","211,362,000","8,999,000","8,968,000","31,000","115,361,000","107,669,000","2,520,000","-18,147,000",-,-,-,"1,737,000","438,346,000","8,968,000","202,394,000","179,291,000","488,912,000","170,323,000","286,518,000","97,433,000","3,082,032","3,031,773",-,"50,259"
36,3/31/2014,"1,894,736,000","468,438,000","205,040,000","34,020,000",-,"171,020,000",-,-,-,"263,398,000",-,-,"591,080,000","278,180,000","31,498,000","10,600,000","302,300,000","47,657,000","645,298,000","664,221,000","279,560,000","384,661,000","199,211,000","18,655,000","18,923,000","-1,106,000","32,484,000","32,484,000","32,484,000",-,"32,485,000","25,008,000","7,477,000",-,0,"124,951,000","1,684,494,000","966,263,000","761,368,000","761,368,000","204,895,000","190,676,000","190,676,000","79,928,000","59,407,000","59,407,000","59,407,000",-,"58,903,000","58,903,000",-,"58,903,000","124,040,000","44,112,000","222,747,000","222,747,000",-,-,0,"62,458,000","210,242,000","208,462,000","7,249,000","7,218,000","31,000","115,091,000","107,505,000","2,237,000","-19,146,000",-,-,-,"1,780,000","431,209,000","7,218,000","201,244,000","175,977,000","482,894,000","168,759,000","281,650,000","76,610,000","3,082,028","3,037,785",-,"44,243"
37,12/31/2013,"1,880,617,000","455,927,000","198,890,000","29,885,000",-,"169,005,000",-,-,-,"257,037,000",-,-,"593,034,000","285,928,000","26,707,000","10,599,000","296,507,000","52,821,000","648,098,000","667,746,000","273,915,000","393,831,000","199,663,000","18,714,000","19,648,000","-1,134,000","25,674,000","25,674,000","25,674,000",-,"32,783,000","25,009,000","7,774,000",-,0,"125,101,000","1,674,249,000","968,273,000","770,468,000","770,468,000","197,805,000","203,512,000","203,512,000","61,508,000","53,707,000","53,707,000","53,707,000","34,751,000","58,944,000","58,944,000","17,878,000","58,944,000","108,762,000","47,254,000","221,116,000","221,116,000",-,-,0,"59,935,000","206,368,000","204,574,000","6,769,000","6,738,000","31,000","111,403,000","107,193,000","1,658,000","-19,133,000",-,-,-,"1,794,000","425,690,000","6,738,000","197,836,000","171,791,000","477,896,000","165,053,000","280,060,000","81,170,000","3,062,099","3,029,243","124,670","32,856"
38,9/30/2013,"1,899,511,000","479,148,000","205,469,000","32,810,000",-,"172,659,000",-,-,-,"273,679,000",-,-,"595,247,000","291,722,000","33,879,000","10,808,000","292,717,000","51,749,000","636,946,000","657,551,000","269,729,000","387,822,000","200,801,000","40,403,000","20,605,000","-1,071,000","24,976,000","24,976,000","24,976,000",-,"32,566,000","25,098,000","7,468,000",-,"3,320,000","127,308,000","1,696,772,000","955,460,000","759,159,000","759,159,000","196,301,000","216,387,000","216,387,000","71,905,000","56,992,000","56,992,000","56,992,000",-,"58,904,000","58,904,000",-,"58,904,000","122,048,000","50,143,000","221,593,000","221,593,000",-,-,"2,039,000","63,349,000","202,739,000","200,846,000","5,274,000","5,243,000","31,000","108,812,000","107,030,000","1,472,000","-18,798,000",-,-,-,"1,893,000","422,439,000","5,243,000","195,603,000","168,280,000","476,100,000","163,037,000","280,497,000","75,028,000","3,062,097","3,033,001",-,"29,096"
39,6/30/2013,"1,883,988,000","452,378,000","189,173,000","31,145,000",-,"158,028,000",-,-,-,"263,205,000",-,-,"606,910,000","306,570,000","36,482,000","9,602,000","290,738,000","56,797,000","622,161,000","643,741,000","261,589,000","382,152,000","198,888,000","40,303,000","21,580,000","-928,000","33,484,000","33,484,000","33,484,000",-,"32,463,000","24,958,000","7,505,000",-,"3,293,000","133,299,000","1,686,162,000","938,427,000","750,493,000","750,493,000","187,934,000","218,252,000","218,252,000","71,100,000","61,705,000","61,705,000","61,705,000",-,"58,807,000","58,807,000",-,"58,807,000","123,022,000","51,922,000","220,959,000","220,959,000",-,-,"2,062,000","62,928,000","197,826,000","195,926,000","4,324,000","4,293,000","31,000","105,725,000","106,876,000","1,075,000","-19,924,000",-,-,-,"1,900,000","416,885,000","4,293,000","191,633,000","163,463,000","471,399,000","159,170,000","279,766,000","90,593,000","3,062,093","3,041,026",-,"21,066"
40,3/31/2013,"1,881,734,000","444,803,000","174,377,000","31,150,000",-,"143,227,000",-,-,-,"270,426,000",-,-,"613,180,000","308,321,000","32,036,000","10,056,000","294,803,000","55,300,000","622,637,000","646,364,000","251,188,000","395,176,000","207,292,000","38,332,000","23,727,000","-1,226,000","25,235,000","25,235,000","25,235,000",-,"33,134,000","25,474,000","7,660,000",-,"9,000","142,736,000","1,686,395,000","933,762,000","743,733,000","743,733,000","190,029,000","222,053,000","222,053,000","67,441,000","59,299,000","59,299,000","59,299,000",-,"48,193,000","48,193,000",-,"48,193,000","120,226,000","52,785,000","234,326,000","234,326,000",-,-,"2,000","68,534,000","195,339,000","193,359,000","3,168,000","3,137,000","31,000","101,580,000","106,661,000","991,000","-17,059,000",-,-,-,"1,980,000","427,685,000","3,137,000","190,222,000","160,225,000","472,741,000","157,088,000","282,519,000","108,142,000","3,062,087","3,042,885",-,"19,203"
41,12/31/2012,"1,864,660,000","399,898,000","138,587,000","36,453,000",-,"102,134,000",-,-,-,"261,311,000",-,-,"633,255,000","320,929,000","33,857,000","10,130,000","302,196,000","54,620,000","630,009,000","655,464,000","246,793,000","408,671,000","211,845,000","37,739,000","25,455,000","-1,215,000","22,490,000","22,490,000","22,490,000",-,"33,312,000","25,673,000","7,639,000",-,"36,000","145,660,000","1,673,663,000","930,560,000","735,879,000","735,879,000","194,681,000","211,236,000","211,236,000","63,798,000","57,013,000","57,013,000","57,013,000","38,279,000","52,027,000","52,027,000","11,470,000","52,027,000","115,549,000","51,751,000","239,463,000","239,463,000",-,-,0,"67,815,000","190,997,000","189,049,000","2,592,000","2,562,000","30,000","97,809,000","106,391,000","847,000","-16,896,000",-,-,-,"1,948,000","428,512,000","2,562,000","186,487,000","155,737,000","477,977,000","153,175,000","291,490,000","152,903,000","3,043,153","3,028,884",-,"14,269"
42,9/30/2012,"1,931,346,000","481,372,000","203,830,000",-,-,"203,830,000",-,-,-,"277,542,000","277,542,000",-,"610,675,000","315,201,000","284,531,000","10,943,000",-,-,"632,507,000","658,423,000","250,671,000","407,752,000",-,-,"25,916,000",-,"31,077,000","31,077,000",-,-,"33,815,000","25,932,000","7,883,000",-,"27,000","141,873,000","1,742,608,000","944,644,000","746,871,000","746,871,000","197,773,000","224,370,000",-,-,"55,376,000","55,376,000","55,376,000",-,"49,164,000","49,164,000",-,"49,164,000","129,990,000",-,"271,862,000","271,862,000",-,-,0,"67,202,000","188,738,000","186,777,000","312,000","312,000","29,000","96,650,000","106,232,000","851,000","-15,566,000",-,-,-,"1,961,000","458,639,000","312,000","186,465,000","152,962,000","507,491,000","152,650,000","321,026,000","117,196,000","2,946,811","2,932,521",12.038,"14,290"
43,6/30/2012,"1,916,451,000","461,645,000","188,981,000",-,-,"188,981,000","155,054,000",-,-,"272,664,000","272,664,000",-,"305,926,000","310,246,000","294,577,000","11,349,000",-,-,"627,357,000","654,968,000","245,841,000","409,127,000",-,-,"27,611,000",-,"345,586,000","310,246,000","35,340,000",-,"33,756,000","25,483,000","8,273,000",-,0,"142,181,000","1,730,612,000","914,308,000","734,239,000","734,239,000","180,069,000","214,851,000",-,-,"59,133,000","59,133,000","59,133,000",-,"58,698,000","58,698,000",-,"58,698,000","128,818,000",-,"288,334,000","288,334,000",-,-,0,"66,470,000","185,839,000","183,911,000","312,000","312,000","29,000","96,216,000","105,991,000","859,000","-17,749,000",-,-,-,"1,928,000","472,245,000","312,000","183,599,000","150,155,000","530,631,000","149,843,000","347,032,000","158,051,000","2,946,805","2,932,483",12.038,"14,322"
44,3/31/2012,"1,944,523,000","499,611,000","210,554,000",-,-,"210,554,000",-,-,-,"289,057,000","289,057,000",-,"604,373,000","307,050,000","287,197,000","10,126,000",-,-,"619,002,000","648,022,000","231,919,000","416,103,000",-,-,"29,020,000",-,"39,443,000",-,-,-,"34,914,000","25,810,000","9,104,000",-,0,"147,180,000","1,760,800,000","906,112,000","723,016,000","723,016,000","183,096,000","226,008,000",-,-,"56,966,000","56,966,000","56,966,000",-,"55,611,000","55,611,000",-,"55,611,000","135,956,000",-,"311,079,000","311,079,000",-,-,0,"69,068,000","183,723,000","181,820,000","341,000","312,000","29,000","93,310,000","105,787,000","883,000","-16,735,000",-,-,-,"1,903,000","492,899,000","312,000","181,508,000","146,906,000","548,198,000","146,594,000","366,690,000","156,136,000","2,946,799","2,932,157",12.038,"14,641"
45,12/31/2011,"1,873,878,000","460,334,000","184,485,000","28,701,000",-,"155,784,000","155,784,000",-,-,"275,849,000","275,849,000",-,"522,820,000","210,008,000","36,125,000","11,483,000","265,204,000","62,327,000","614,577,000","645,807,000","219,932,000","207,063,000","218,812,000","29,794,000","30,115,000","-1,115,000","30,327,000","27,777,000","2,550,000",-,"34,582,000","25,413,000","9,169,000",-,-,"148,911,000","1,694,305,000","865,936,000","689,142,000","689,142,000","176,794,000","198,373,000","198,373,000","69,809,000","56,696,000","56,696,000","56,696,000","40,111,000","54,441,000","54,441,000","21,286,000","33,155,000","69,809,000","56,273,000","323,505,000","323,505,000",-,-,-,"69,272,000","179,573,000","177,806,000","341,000","312,000","29,000","90,520,000","105,804,000","1,071,000","-17,788,000",-,-,-,"1,767,000","501,311,000","312,000","177,494,000","143,224,000","555,440,000","142,912,000","377,946,000","193,461,000","2,937,756","2,923,878",12.038,"13,878"
46,9/30/2011,"1,935,992,000","480,456,000","189,811,000",-,-,"189,811,000","159,338,000",-,-,"290,645,000","290,645,000",-,"605,771,000","320,637,000","272,268,000","12,866,000",-,-,"605,187,000","637,239,000","212,613,000","424,626,000",-,-,"32,052,000",-,"37,992,000","37,992,000",-,-,"35,148,000","25,496,000","9,652,000",-,0,"171,438,000","1,756,650,000","851,281,000","689,588,000","689,588,000","161,693,000","223,612,000",-,-,"56,093,000","56,093,000","56,093,000",-,"65,818,000","65,818,000",-,"65,818,000","148,851,000",-,"333,824,000","333,824,000",-,-,0,"77,171,000","179,342,000","177,372,000","606,000","312,000","294,000","89,602,000","105,297,000","1,089,000","-17,044,000",-,-,-,"1,970,000","511,196,000","312,000","177,060,000","142,224,000","576,702,000","141,912,000","399,642,000","209,831,000","2,937,749","2,923,708",12.038,"14,041"
47,6/30/2011,"1,956,626,000","467,923,000","183,947,000",-,-,"183,947,000",-,-,-,"283,976,000","283,976,000",-,"631,923,000","322,349,000","294,664,000","14,910,000",-,-,"613,138,000","647,500,000","204,456,000","443,044,000",-,-,"34,362,000",-,"40,695,000",-,-,-,"38,015,000","26,621,000","11,394,000",-,0,"164,932,000","1,777,981,000","866,310,000","717,781,000","717,781,000","148,529,000","203,843,000",-,-,"57,245,000","57,245,000","57,245,000",-,"72,889,000","72,889,000",-,"72,889,000","152,307,000",-,"352,458,000","352,458,000",-,-,0,"72,929,000","178,645,000","176,364,000","605,000","312,000","293,000","85,857,000","103,211,000","1,087,000","-12,222,000",-,-,-,"2,281,000","528,822,000","312,000","176,052,000","138,349,000","601,399,000","138,037,000","425,347,000","241,400,000","2,931,851","2,917,949",12.038,"13,902"
48,3/31/2011,"1,947,815,000","452,565,000","191,445,000",-,-,"191,445,000",-,-,-,"261,120,000","261,120,000",-,"327,257,000","323,110,000","311,773,000","15,484,000",-,-,"600,568,000","637,136,000","195,923,000","441,213,000",-,-,"36,568,000",-,"364,011,000","323,110,000","40,901,000",-,"38,309,000","26,339,000","11,970,000",-,"2,672,000","162,433,000","1,774,422,000","865,863,000","722,173,000","722,173,000","143,690,000","187,825,000",-,-,"50,394,000","50,394,000","50,394,000",-,"78,622,000","78,622,000",-,"78,622,000","146,346,000",-,"376,541,000","376,541,000",-,-,"39,000","68,792,000","173,393,000","171,037,000","312,000","312,000","293,000","82,554,000","103,033,000","878,000","-13,984,000",-,-,-,"2,356,000","547,578,000","312,000","170,725,000","132,728,000","625,888,000","132,416,000","455,163,000","263,718,000","2,931,845","2,920,644",12.038,"11,201"
49,12/31/2010,"1,914,509,000","437,126,000","190,409,000","27,972,000",-,"162,437,000",-,-,-,"246,717,000","246,717,000",-,"636,043,000","317,879,000","38,071,000","29,107,000","289,057,000","50,213,000","608,139,000","648,794,000","191,162,000","457,632,000","229,236,000","22,620,000","40,655,000","-903,000","31,213,000","31,213,000","31,213,000",-,"38,210,000","26,152,000","12,058,000",-,0,"163,778,000","1,748,720,000","844,968,000","711,634,000","711,634,000","133,334,000","189,558,000","189,558,000","69,324,000","51,749,000","51,749,000","51,749,000","36,142,000","78,790,000","78,790,000","24,657,000","78,790,000","129,661,000","59,730,000","380,473,000","380,473,000",-,-,0,"73,521,000","165,789,000","163,468,000","604,000","312,000","292,000","79,559,000","101,024,000","1,442,000","-16,277,000",-,-,-,"2,321,000","543,941,000","312,000","163,156,000","125,258,000","622,419,000","124,946,000","459,263,000","268,854,000","2,922,402","2,905,836",12.038,"16,566"
50,9/30/2010,"1,983,280,000","416,470,000","176,413,000",-,-,"176,413,000",-,-,-,"240,057,000","240,057,000",-,"677,348,000","337,098,000","310,143,000","30,107,000",-,-,"610,637,000","654,311,000","191,207,000","463,104,000",-,-,"43,674,000",-,"37,138,000",-,-,-,"37,478,000","25,797,000","11,681,000",-,"31,409,000","172,800,000","1,818,097,000","850,095,000","733,573,000","733,573,000","116,522,000","192,065,000",-,-,"51,517,000","51,517,000","51,517,000",-,"87,013,000","87,013,000",-,"87,013,000","142,005,000",-,"387,330,000","387,330,000",-,-,"29,874,000","78,198,000","165,183,000","162,913,000","604,000","312,000","292,000","78,260,000","100,898,000","1,540,000","-15,309,000",-,-,-,"2,270,000","550,243,000","312,000","162,601,000","125,435,000","636,944,000","125,123,000","474,343,000","297,930,000","2,922,393","2,904,960",12.038,"17,433"
51,6/30/2010,"1,937,656,000","416,273,000","185,489,000",-,-,"185,489,000","160,780,000",-,-,"230,784,000","230,784,000",-,"626,478,000","309,412,000","285,783,000","31,283,000",-,-,"645,969,000","692,166,000","186,720,000","505,446,000",-,-,"46,197,000",-,"36,872,000",-,-,-,"37,963,000","25,201,000","12,762,000",-,0,"174,101,000","1,780,326,000","813,951,000","708,404,000","708,404,000","105,547,000","196,112,000",-,-,"54,774,000","54,774,000","54,774,000",-,"92,752,000","92,752,000",-,"92,752,000","131,001,000",-,"413,297,000","413,297,000",-,-,0,"78,439,000","157,330,000","154,806,000","604,000","312,000","292,000","76,130,000","99,014,000","1,772,000","-19,170,000",-,-,-,"2,524,000","568,103,000","312,000","154,494,000","116,843,000","660,543,000","116,531,000","506,049,000","320,560,000","2,916,493","2,897,542",12.038,"18,951"
52,3/31/2010,"2,002,213,000","423,551,000","189,203,000",-,-,"189,203,000","163,525,000",-,-,"234,348,000","234,348,000",-,"662,516,000","345,783,000","270,385,000","46,348,000",-,-,"673,058,000","721,804,000","190,335,000","531,469,000",-,-,"48,746,000",-,"34,001,000",-,-,-,"40,378,000","25,662,000","14,716,000",-,0,"168,709,000","1,848,434,000","827,914,000","715,647,000","715,647,000","112,267,000","207,911,000",-,-,"55,041,000","55,041,000","55,041,000",-,"96,694,000","96,694,000",-,"96,694,000","142,748,000",-,"439,274,000","439,274,000",-,-,0,"78,852,000","153,779,000","151,421,000","599,000","312,000","287,000","73,432,000","96,427,000","1,178,000","-17,859,000",-,-,-,"2,358,000","590,695,000","312,000","151,109,000","111,043,000","687,077,000","110,731,000","535,968,000","346,765,000","2,868,504","2,862,025",12.038,"6,479"
53,12/31/2009,"1,856,646,000","414,908,000","192,886,000","25,472,000",-,"167,414,000",-,-,-,"222,022,000","222,022,000",-,"590,013,000","252,915,000","45,972,000","51,527,000","239,599,000","58,879,000","552,537,000","590,036,000","155,210,000","171,348,000","263,478,000","15,113,000","36,033,000","-1,466,000","36,568,000","33,634,000","2,934,000",-,"40,636,000","25,392,000","15,244,000",-,-,"163,105,000","1,701,673,000","835,903,000","719,674,000","719,674,000","116,229,000","154,281,000","154,281,000","73,406,000","60,846,000","60,846,000","60,846,000","41,262,000","68,879,000","68,879,000","10,223,000","58,656,000","73,406,000","64,106,000","364,019,000","364,019,000",-,-,-,"80,233,000","154,973,000","152,700,000","598,000","312,000","286,000","77,440,000","98,142,000","4,543,000","-18,937,000",-,-,-,"2,273,000","516,719,000","312,000","152,388,000","112,064,000","585,286,000","111,752,000","432,898,000","240,012,000","2,862,610","2,848,327",12.038,"14,283"
54,9/30/2009,"1,888,599,000","441,569,000","244,212,000",-,-,"26,482,000","217,730,000",-,-,"197,357,000",-,-,"602,587,000","340,697,000","206,074,000","55,816,000",-,-,"585,795,000","622,211,000","180,720,000","441,491,000",-,-,"36,416,000",-,"34,667,000",-,-,-,"40,608,000","25,423,000","15,185,000",-,"23,604,000","159,769,000","1,745,650,000","832,603,000","714,537,000","714,537,000","118,066,000","178,159,000",-,-,"57,672,000","57,672,000","57,672,000",-,"64,731,000","64,731,000",-,"64,731,000","130,540,000",-,"379,557,000","379,557,000",-,-,"16,004,000","86,384,000","142,949,000","140,842,000","542,000","312,000","230,000","85,208,000","78,802,000","6,059,000","-17,651,000",-,-,-,"2,107,000","520,399,000","312,000","140,530,000","100,234,000","584,818,000","99,922,000","444,288,000","200,076,000","2,304,428","2,286,390",12.038,"18,038"
55,6/30/2009,"1,846,624,000","388,995,000","209,492,000",-,-,"209,492,000","182,577,000",-,-,"179,503,000","179,503,000",-,"589,885,000","323,128,000","207,135,000","59,622,000",-,-,"605,750,000","641,690,000","194,038,000","447,652,000",-,-,"35,940,000",-,"34,598,000",-,-,-,"42,446,000","25,578,000","16,868,000",-,"19,412,000","165,538,000","1,692,456,000","804,736,000","681,493,000","681,493,000","123,243,000","172,016,000",-,-,"52,696,000","52,696,000","52,696,000",-,"101,894,000","101,894,000",-,"101,894,000","117,403,000",-,"348,046,000","348,046,000",-,-,"12,374,000","83,291,000","154,168,000","152,302,000","74,358,000","74,301,000","57,000","88,874,000","16,663,000","5,950,000","-21,643,000",-,-,-,"1,866,000","500,348,000","74,301,000","78,001,000","109,856,000","527,941,000","35,555,000","449,940,000","240,448,000","567,173","550,770",835.632,"16,403"
56,3/31/2009,"1,822,578,000","370,169,000","190,566,000",-,-,"190,566,000","159,503,000",-,-,"179,603,000","179,603,000",-,"574,028,000","335,222,000","178,046,000","60,760,000",-,-,"625,589,000","657,292,000","167,487,000","489,805,000",-,-,"31,703,000",-,"43,329,000",-,-,-,"45,503,000","26,410,000","19,093,000",-,0,"163,960,000","1,676,651,000","762,695,000","642,848,000","642,848,000","119,847,000","184,803,000",-,-,"58,950,000","58,950,000","58,950,000",-,"116,389,000","116,389,000",-,"116,389,000","130,826,000",-,"337,252,000","337,252,000",-,-,0,"85,736,000","145,927,000","143,934,000","74,303,000","74,246,000","57,000","86,115,000","16,525,000","5,996,000","-27,013,000",-,-,-,"1,993,000","481,186,000","74,246,000","69,688,000","98,431,000","523,329,000","24,185,000","453,641,000","263,075,000","567,170","551,280",835.632,"15,890"
