,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,Foreclosed Assets,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Land And Improvements,Buildings And Improvements,Machinery Furniture Equipment,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
50,9/30/2010,"1,220,784,000","72,550,000","16,001,000",-,-,"16,001,000","56,549,000","56,549,000",-,-,-,"226,146,000","49,271,000","176,875,000",-,-,-,-,"776,914,000","800,853,000","1,188,000",-,-,"46,001,000","753,664,000","23,939,000",-,-,-,-,-,"9,636,000",-,-,-,-,-,-,-,"38,330,000","24,831,000","13,499,000",-,-,-,"97,208,000","1,095,619,000","814,512,000","630,061,000","630,061,000","184,451,000",-,"67,249,000","67,249,000","50,715,000","50,715,000",-,"50,715,000",-,"163,143,000","163,143,000",-,-,-,-,-,"125,165,000","123,658,000","17,596,000","8,840,000","8,756,000","48,953,000","52,899,000","466,000","5,502,000",-,-,"-826,000","1,507,000","286,801,000","8,840,000","114,818,000",-,"85,328,000","328,676,000","76,488,000","213,858,000","197,857,000","5,253,820","5,244,377","10,336","9,443"
51,6/30/2010,"1,225,862,000","91,469,000","17,571,000",-,-,"17,571,000","73,898,000","73,898,000",-,-,-,"205,059,000","47,132,000","157,927,000",-,-,-,-,"784,261,000","808,845,000","3,999,000",-,-,"38,581,000","766,265,000","24,584,000",-,-,-,-,-,"10,508,000",-,-,-,-,-,-,-,"39,108,000","24,820,000","14,288,000",-,-,-,"95,457,000","1,104,464,000","815,623,000","640,608,000","640,608,000","175,015,000",-,"58,582,000","58,582,000","45,187,000","45,187,000",-,"45,187,000",-,"185,072,000","185,072,000",-,-,-,-,-,"121,398,000","119,772,000","17,723,000","8,980,000","8,743,000","46,126,000","52,687,000","631,000","4,844,000",-,-,"-977,000","1,626,000","304,844,000","8,980,000","110,792,000",-,"80,664,000","341,051,000","71,684,000","230,259,000","212,688,000","5,245,971","5,231,396","10,476","14,576"
52,3/31/2010,"1,223,630,000","70,493,000","16,301,000",-,-,"16,301,000","54,192,000","54,192,000",-,-,-,"209,515,000","47,028,000","162,487,000",-,-,-,-,"796,184,000","821,307,000","5,140,000",-,-,"34,737,000","781,430,000","25,123,000",-,-,-,-,-,"10,405,000",-,-,-,-,-,-,-,"41,432,000","24,819,000","16,613,000",-,-,-,"95,601,000","1,105,476,000","804,893,000","634,375,000","634,375,000","170,518,000",-,"54,371,000","54,371,000","46,333,000","46,333,000",-,"46,333,000",-,"199,879,000","199,879,000",-,-,-,-,-,"118,154,000","116,142,000","18,019,000","9,276,000","8,743,000","43,636,000","53,156,000","1,460,000","4,087,000",-,-,"-1,296,000","2,012,000","316,021,000","9,276,000","106,866,000",-,"74,710,000","353,078,000","65,434,000","246,212,000","229,911,000","5,245,971","5,205,711","10,772","40,260"
53,12/31/2009,"1,243,646,000","67,965,000","27,080,000","27,080,000",-,"27,080,000","40,885,000","40,885,000","810,000","3,159,000","19,515,000","215,749,000","43,039,000","172,710,000",-,"172,710,000","16,354,000",-,"788,871,000","813,387,000","44,827,000","187,750,000","113,061,000","467,749,000","782,770,000","24,516,000",-,"14,210,000","26,511,000",-,"14,210,000","10,736,000","10,736,000","2,140,000","8,143,000","6,232,000","1,381,000","10,736,000","-7,312,000","41,935,000","24,812,000","17,123,000","3,212,000","3,212,000",-,"104,180,000","1,129,287,000","824,018,000","642,662,000","642,662,000","181,356,000","26,016,000","62,442,000","62,442,000","38,966,000","38,966,000","12,950,000","38,966,000",-,"203,861,000","203,861,000",-,-,-,-,-,"114,359,000","111,786,000","17,228,000","8,485,000","8,743,000","41,563,000","52,878,000","2,450,000","3,009,000",-,-,"-442,000","2,573,000","315,647,000","8,485,000","103,301,000",-,"69,851,000","346,128,000","61,366,000","242,827,000","215,747,000","5,245,971","5,178,625","9,981","67,347"
54,9/30/2009,"1,228,625,000","34,724,000","17,233,000",-,-,"17,233,000","17,491,000","17,491,000",-,-,-,"227,012,000","43,198,000","183,814,000",-,-,-,-,"817,308,000","841,336,000","5,846,000",-,-,"35,538,000","799,952,000","24,028,000",-,-,-,-,-,"11,040,000",-,-,-,-,-,-,-,"39,714,000","24,052,000","15,662,000",-,-,-,"98,827,000","1,099,701,000","796,748,000","631,488,000","631,488,000","165,260,000",-,"57,861,000","57,861,000","30,800,000","30,800,000",-,"30,800,000",-,"214,292,000","214,292,000",-,-,-,-,-,"128,924,000","122,150,000","39,516,000","31,589,000","7,927,000","41,485,000","40,343,000","2,771,000","4,088,000",-,-,"-511,000","6,774,000","336,442,000","31,589,000","90,561,000",-,"82,436,000","335,653,000","50,847,000","245,092,000","227,859,000","4,756,071","4,679,195","9,592","76,876"
55,6/30/2009,"1,284,176,000","36,608,000","20,632,000",-,-,"20,632,000","15,976,000","15,976,000",-,-,-,"246,905,000","40,110,000","206,795,000",-,-,-,-,"845,983,000","869,018,000","5,413,000",-,-,"41,991,000","869,018,000","23,035,000",-,-,-,-,-,"11,151,000",-,-,-,-,-,-,-,"41,514,000","24,619,000","16,895,000",-,-,-,"102,015,000","1,162,794,000","813,735,000","640,586,000","640,586,000","173,149,000",-,"64,160,000","64,160,000","55,483,000","55,483,000",-,"55,483,000",-,"229,416,000","229,416,000",-,-,-,-,-,"121,382,000","114,623,000","39,424,000","31,497,000","7,927,000","39,165,000","40,270,000","3,126,000","-590,000",-,-,"-1,110,000","6,759,000","344,039,000","31,497,000","83,126,000",-,"73,109,000","368,025,000","41,612,000","284,899,000","264,267,000","4,756,071","4,668,148","9,592","87,923"
56,3/31/2009,"1,285,891,000","40,811,000","22,186,000",-,-,"22,186,000","18,625,000","18,625,000",-,-,-,"224,965,000","46,497,000","178,468,000",-,-,-,-,"866,411,000","888,692,000","8,306,000",-,-,"36,807,000","843,579,000","22,281,000",-,-,-,-,-,"11,215,000",-,-,-,-,-,-,-,"37,473,000","23,825,000","13,648,000",-,-,-,"105,016,000","1,178,834,000","797,269,000","630,772,000","630,772,000","166,497,000",-,"58,831,000","58,831,000","72,084,000","72,084,000",-,"72,084,000",-,"250,650,000","250,650,000",-,-,-,-,-,"107,057,000","100,295,000","38,684,000","31,411,000","7,273,000","36,949,000","32,414,000","3,593,000","-3,624,000",-,-,"-535,000","6,762,000","350,945,000","31,411,000","68,884,000",-,"62,822,000","391,618,000","31,411,000","322,734,000","300,548,000","4,366,385","4,263,860","9,592","102,524"
57,12/31/2008,"1,309,639,000","73,196,000","23,763,000","23,763,000",-,"23,763,000","49,433,000","49,433,000","615,000","2,193,000",-,"206,453,000","54,884,000","168,351,000",-,"151,569,000","16,782,000",-,"854,304,000","875,317,000","26,316,000","236,351,000","116,808,000","495,842,000","891,146,000","21,013,000",-,"15,829,000","28,239,000","5,746,000","15,829,000","11,269,000","11,269,000","2,029,000","8,232,000","5,589,000","1,309,000","11,269,000","-6,000,000","38,787,000","22,627,000","16,160,000",-,-,-,"109,801,000","1,210,571,000","781,402,000","630,565,000","630,565,000","150,837,000","62,203,000","53,937,000","53,937,000","108,074,000","108,074,000","45,871,000","108,074,000",-,"267,158,000","267,158,000",-,-,-,-,"53,921,000","99,068,000","99,068,000","38,605,000","31,332,000","7,273,000","36,730,000","36,026,000","4,666,000","-7,072,000",-,-,"-555,000",-,"366,226,000","31,332,000","67,736,000",-,"60,281,000","442,968,000","28,949,000","375,232,000","351,469,000","4,373,068","4,237,777",-,"135,291"
58,9/30/2008,"622,361,000","23,510,000","12,861,000",-,-,"12,861,000","10,649,000","10,649,000","111,000",-,-,"98,189,000","9,097,000","89,092,000",-,-,-,-,"422,558,000","430,423,000",-,-,-,-,"430,423,000","7,865,000",-,"17,564,000","2,914,000","2,914,000","14,650,000","5,054,000",-,-,-,-,-,-,-,"33,532,000",-,-,-,-,-,"21,843,000","575,404,000","353,574,000","264,128,000","264,128,000","89,446,000",-,-,-,"85,187,000","85,187,000",-,"85,187,000",-,"107,350,000","107,350,000",-,-,-,-,"29,293,000","46,957,000","46,957,000","6,413,000","625,000","5,788,000","40,853,000","8,348,000","5,207,000","-3,450,000",-,-,-,-,"154,307,000","625,000","46,332,000",-,"13,425,000","238,869,000","12,800,000","192,537,000","179,676,000","3,472,762","3,321,219",-,"151,543"
59,6/30/2008,"609,074,000","17,698,000","13,610,000",-,-,"13,610,000","4,088,000","4,088,000",-,-,-,"101,012,000","9,681,000","91,331,000",-,-,-,-,"392,542,000","399,917,000",-,-,-,-,"399,917,000","7,375,000",-,-,-,-,-,"5,033,000",-,-,-,-,-,-,-,"13,191,000",-,-,-,-,-,"79,598,000","561,110,000","339,124,000","254,062,000","254,062,000","85,062,000",-,-,-,"86,139,000","86,139,000",-,"86,139,000",-,"103,928,000","103,928,000",-,-,-,-,"31,919,000","47,964,000","47,964,000","6,511,000","723,000","5,788,000","40,534,000","8,266,000","5,516,000","-1,831,000",-,-,-,-,"151,892,000","723,000","47,241,000",-,"34,773,000","237,308,000","34,050,000","190,067,000","176,457,000","3,472,762","3,311,961",-,"160,801"
60,3/31/2008,"595,221,000","18,459,000","14,140,000",-,"13,146,000","994,000","4,319,000","4,319,000","66,000",-,-,"89,989,000",-,"89,989,000",-,-,-,-,"411,051,000","416,854,000",-,-,-,-,"416,854,000","5,803,000",-,"17,382,000","2,835,000","2,835,000","14,547,000","5,056,000",-,-,-,-,-,-,-,"28,962,000",-,-,-,-,-,"24,256,000","547,062,000","358,144,000","267,351,000","267,351,000","90,793,000",-,-,-,"53,983,000","53,983,000",-,"53,983,000",-,"103,175,000","103,175,000",-,-,-,-,"31,760,000","48,159,000","48,159,000","6,625,000","837,000","5,788,000","39,896,000","8,259,000","5,850,000","-771,000",-,-,-,-,"151,334,000","837,000","47,322,000",-,"19,197,000","204,480,000","18,360,000","157,158,000","143,018,000","3,302,350","3,302,350",-,-
61,12/31/2007,"575,442,000","17,511,000","14,757,000","14,757,000","14,757,000","460,000","2,754,000","2,754,000","62,000","1,184,000",-,"80,678,000","7,727,000","78,550,000",-,"72,951,000","6,930,000",-,"397,879,000","403,186,000","27,763,000","97,909,000","74,933,000","202,581,000","409,958,000","5,307,000",-,"20,662,000","13,890,000","2,977,000","6,772,000","7,340,000","12,864,000","707,000","4,088,000","4,526,000","1,258,000","2,285,000","-5,524,000","30,344,000","13,106,000","17,238,000",-,-,-,"12,852,000","527,814,000","344,460,000","260,112,000","260,112,000","84,348,000","22,828,000","30,706,000","30,706,000","30,427,000","30,427,000","30,427,000","53,255,000",-,"99,393,000","99,393,000",-,-,-,-,"30,706,000","47,628,000","47,628,000","6,238,000","450,000","5,788,000","38,970,000","8,212,000","6,035,000","725,000",-,-,"-482,000",-,"147,021,000","450,000","47,178,000",-,"17,284,000","176,998,000","16,834,000","129,820,000","115,063,000","3,297,102","3,297,102",-,-
62,9/30/2007,"548,727,000","16,135,000","12,699,000",-,"12,200,000","499,000","3,436,000","3,436,000","83,000",-,-,"71,640,000","7,298,000","64,342,000",-,-,-,-,"389,803,000","393,632,000",-,-,-,-,"393,632,000","3,829,000",-,"19,766,000","3,016,000","3,016,000","16,750,000","7,528,000",-,-,-,-,-,-,-,"31,063,000",-,-,-,-,-,"12,709,000","500,989,000","334,956,000","252,591,000","252,591,000","82,365,000",-,-,-,"41,729,000","41,729,000",-,"41,729,000",-,"95,592,000","95,592,000",-,-,-,-,"28,712,000","47,738,000","47,738,000","6,333,000","545,000","5,788,000","38,817,000","8,089,000","5,209,000","-292,000",-,-,-,-,"143,330,000","545,000","47,193,000",-,"16,675,000","184,514,000","16,130,000","137,321,000","124,622,000","3,354,375","3,354,375",-,-
63,6/30/2007,"539,865,000","17,041,000","13,173,000",-,"12,714,000","459,000","3,868,000","3,868,000","79,000",-,-,"85,995,000","7,289,000","78,706,000",-,-,-,-,"374,447,000","378,267,000",-,-,-,-,"378,267,000","3,820,000",-,"10,295,000","2,829,000","2,829,000","7,466,000","4,973,000",-,-,-,-,-,-,-,"31,524,000",-,-,-,-,-,"15,511,000","492,564,000","324,743,000","234,934,000","234,934,000","89,809,000",-,-,-,"40,838,000","40,838,000",-,"40,838,000",-,"93,830,000","93,830,000",-,-,-,-,"33,153,000","47,301,000","47,301,000","6,425,000","637,000","5,788,000","37,665,000","8,027,000","3,898,000","-918,000",-,-,-,-,"141,131,000","637,000","46,664,000",-,"15,777,000","181,332,000","15,140,000","134,668,000","121,495,000","3,342,458","3,342,458",-,-
64,3/31/2007,"485,901,000","16,576,000","12,846,000",-,"12,485,000","361,000","3,730,000","3,730,000","61,000",-,-,"57,819,000","6,525,000","51,294,000",-,-,-,-,"354,830,000","358,602,000",-,-,-,-,"358,602,000","3,772,000",-,"7,362,000","2,581,000","2,581,000","4,781,000","4,864,000",-,-,-,-,-,-,-,"29,810,000",-,-,-,-,-,"14,579,000","439,766,000","311,157,000","222,090,000","222,090,000","89,067,000",-,-,-,"13,181,000","13,181,000",-,"13,181,000",-,"90,327,000","90,327,000",-,-,-,-,"25,101,000","46,135,000","46,135,000","6,528,000","740,000","5,788,000","36,439,000","7,875,000","4,204,000","-503,000",-,-,-,-,"136,462,000","740,000","45,395,000",-,"16,325,000","148,903,000","15,585,000","103,508,000","90,662,000","3,339,747","3,339,747",-,-
65,12/31/2006,"481,996,000","21,106,000","15,028,000","15,028,000","15,028,000","413,000","6,078,000","6,078,000","103,000","745,000",-,"48,236,000","5,607,000","48,507,000",-,"42,629,000","5,237,000",-,"343,556,000","347,320,000","33,818,000","77,070,000","68,231,000","168,201,000","352,934,000","3,764,000",-,"15,706,000","10,092,000","2,570,000","5,614,000","7,789,000","12,602,000","657,000","3,891,000","3,786,000","1,117,000","3,151,000","-4,813,000","29,248,000","11,275,000","17,973,000",-,-,-,"10,270,000","436,120,000","310,243,000","221,124,000","221,124,000","89,119,000","11,707,000","25,903,000","25,903,000","1,122,000","1,122,000","1,122,000","12,829,000",-,"87,145,000","87,145,000",-,-,-,-,"25,903,000","45,876,000","45,876,000","6,172,000","384,000","5,788,000","35,277,000","7,739,000","3,203,000","302,000",-,-,"-411,000",-,"133,021,000","384,000","45,492,000",-,"16,628,000","133,759,000","16,244,000","88,267,000","73,239,000","3,377,150","3,377,150",-,-
66,9/30/2006,"483,441,000","15,988,000","13,220,000",-,"12,591,000","629,000","2,768,000","2,768,000","140,000",-,-,"63,693,000","5,300,000","58,393,000",-,-,-,-,"344,222,000","348,021,000",-,-,-,-,"348,021,000","3,799,000",-,"9,592,000","2,544,000","2,544,000","7,048,000","4,645,000",-,-,-,-,-,-,-,"29,642,000",-,-,-,-,-,"15,519,000","438,579,000","314,319,000","227,470,000","227,470,000","86,849,000",-,-,-,"13,800,000","13,800,000",-,"13,800,000",-,"84,091,000","84,091,000",-,-,-,-,"26,369,000","44,862,000","44,862,000","6,253,000","465,000","5,788,000","34,080,000","7,667,000","3,273,000","135,000",-,-,-,-,"128,953,000","465,000","44,397,000",-,"15,220,000","142,288,000","14,755,000","97,891,000","84,671,000","3,372,704","3,372,704",-,-
67,6/30/2006,"499,516,000","20,790,000","14,069,000",-,-,"14,069,000","6,721,000","6,721,000","94,000",-,-,"82,533,000","7,344,000","75,189,000",-,-,-,-,"337,079,000","340,930,000",-,-,-,-,"340,930,000","3,851,000",-,"10,572,000","2,394,000","2,394,000","8,178,000","4,529,000",-,-,-,-,-,-,-,"27,353,000",-,-,-,-,-,"16,566,000","457,622,000","326,452,000","237,004,000","237,004,000","89,448,000",-,-,-,"13,619,000","13,619,000",-,"13,619,000",-,"83,757,000","83,757,000",-,-,-,-,"33,794,000","41,894,000","41,894,000","3,442,000","548,000","2,894,000","31,964,000","10,456,000","3,537,000","-431,000",-,-,-,-,"125,651,000","548,000","41,346,000",-,"14,541,000","138,722,000","13,993,000","97,376,000","83,307,000","3,357,637","3,357,637",-,-
68,3/31/2006,"492,428,000","19,548,000","13,224,000",-,-,"13,224,000","6,324,000","6,324,000","91,000",-,-,"64,782,000","9,930,000","54,852,000",-,-,-,-,"346,981,000","350,826,000",-,-,-,-,"350,826,000","3,845,000",-,"16,362,000","2,296,000","2,296,000","14,066,000","4,493,000",-,-,-,-,-,-,-,"25,454,000",-,-,-,-,-,"14,717,000","450,467,000","308,305,000","219,604,000","219,604,000","88,701,000",-,-,-,"21,350,000","21,350,000",-,"21,350,000",-,"84,500,000","84,500,000",-,-,-,-,"36,312,000","41,961,000","41,961,000","3,528,000","634,000","2,894,000","31,750,000","10,373,000","3,587,000","-103,000",-,-,-,-,"126,461,000","634,000","41,327,000",-,"16,507,000","147,177,000","15,873,000","105,850,000","92,626,000","3,357,637","3,357,637",-,-
69,12/31/2005,"481,741,000","20,703,000","15,397,000",-,-,"15,397,000","5,306,000","5,306,000",-,-,-,"57,829,000","10,905,000","46,924,000",-,-,-,-,"348,112,000","351,983,000",-,-,-,-,"351,983,000","3,871,000",-,"13,885,000","2,279,000","2,279,000","11,606,000","4,417,000",-,-,-,-,-,-,-,"23,787,000",-,-,-,-,-,"13,008,000","441,081,000","314,450,000","226,738,000","226,738,000","87,712,000",-,-,-,"23,892,000","23,892,000",-,"23,892,000",-,"79,668,000","79,668,000",-,-,-,-,"23,071,000","40,660,000","40,660,000","3,219,000","325,000","2,894,000","30,580,000","9,934,000","3,390,000","317,000",-,-,-,-,"120,328,000","325,000","40,335,000",-,"16,873,000","143,895,000","16,548,000","103,560,000","88,163,000","3,355,166","3,355,166",-,-
70,9/30/2005,"453,494,000","19,792,000","13,931,000",-,-,"13,931,000","5,861,000","5,861,000","133,000",-,-,"42,957,000","8,477,000","34,480,000",-,-,-,-,"339,051,000","342,937,000",-,-,-,-,"342,937,000","3,886,000",-,"5,760,000","1,983,000","1,983,000","3,777,000","4,223,000",-,-,-,-,-,-,-,"22,006,000",-,-,-,-,-,"19,572,000","413,659,000","289,029,000","199,725,000","199,725,000","89,304,000",-,-,-,"23,243,000","23,243,000",-,"23,243,000",-,"78,592,000","78,592,000",-,-,-,-,"22,795,000","39,835,000","39,835,000","3,283,000","389,000","2,894,000","29,636,000","9,878,000","3,267,000","305,000",-,-,-,-,"118,427,000","389,000","39,446,000",-,"17,829,000","141,281,000","17,440,000","101,835,000","87,904,000","3,358,341","3,358,341",-,-
71,6/30/2005,"434,981,000","19,623,000","13,962,000",-,-,"13,962,000","5,661,000","5,661,000","153,000",-,-,"42,369,000","8,019,000","34,350,000",-,-,-,-,"330,348,000","334,123,000",-,-,-,-,"334,123,000","3,775,000",-,"5,002,000","1,601,000","1,601,000","3,401,000","4,156,000",-,-,-,-,-,-,-,"19,686,000",-,-,-,-,-,"13,644,000","395,703,000","275,013,000","188,222,000","188,222,000","86,791,000",-,-,-,"17,905,000","17,905,000",-,"17,905,000",-,"82,855,000","82,855,000",-,-,-,-,"19,930,000","39,278,000","39,278,000","3,356,000","462,000","2,894,000","28,567,000","9,862,000","2,784,000","277,000",-,-,-,-,"122,133,000","462,000","38,816,000",-,"19,592,000","139,576,000","19,130,000","100,760,000","86,798,000","3,373,723","3,373,723",-,-
72,3/31/2005,"435,643,000","18,251,000","13,467,000",-,-,"13,467,000","4,784,000","4,784,000","141,000",-,-,"45,352,000","8,487,000","36,865,000",-,-,-,-,"327,298,000","331,081,000",-,-,-,-,"331,081,000","3,783,000",-,"5,615,000","1,565,000","1,565,000","4,050,000","3,898,000",-,-,-,-,-,-,-,"20,189,000",-,-,-,-,-,"14,899,000","397,166,000","273,163,000","190,291,000","190,291,000","82,872,000",-,-,-,"24,451,000","24,451,000",-,"24,451,000",-,"76,903,000","76,903,000",-,-,-,-,"22,649,000","38,477,000","38,477,000","3,429,000","535,000","2,894,000","27,512,000","9,843,000","2,428,000","121,000",-,-,-,-,"115,380,000","535,000","37,942,000",-,"18,288,000","139,296,000","17,753,000","101,354,000","87,887,000","3,384,644","3,384,644",-,-
73,12/31/2004,"427,849,000","19,636,000","12,903,000",-,-,"12,903,000","6,733,000","6,733,000",-,-,-,"46,233,000","9,000,000","37,233,000",-,-,-,-,"322,286,000","326,048,000",-,-,-,-,"326,048,000","3,762,000",-,"3,196,000","1,483,000","1,483,000","1,713,000","3,850,000",-,-,-,-,-,-,-,"19,185,000",-,-,-,-,-,"13,463,000","389,983,000","274,858,000","193,776,000","193,776,000","81,082,000",-,-,-,"21,962,000","21,962,000",-,"21,962,000",-,"73,580,000","73,580,000",-,-,-,-,"19,583,000","37,866,000","37,866,000","3,164,000","270,000","2,894,000","26,482,000","9,806,000","2,247,000","661,000",-,-,-,-,"111,446,000","270,000","37,596,000",-,"18,681,000","133,138,000","18,411,000","95,542,000","82,639,000","3,389,183","3,389,183",-,-
74,9/30/2004,"421,549,000","17,118,000","13,249,000",-,-,"13,249,000","3,869,000","3,869,000",-,-,-,"35,121,000",-,"35,121,000",-,-,-,-,"314,745,000","318,527,000",-,-,-,-,"318,527,000","3,782,000",-,-,-,-,-,"3,722,000",-,-,-,-,-,-,-,"18,199,000",-,-,-,-,-,"32,644,000","384,869,000","268,787,000","189,697,000","189,697,000","79,090,000",-,-,-,"24,278,000","24,278,000",-,"24,278,000",-,"71,320,000","71,320,000",-,-,-,-,"20,484,000","36,680,000","36,680,000","3,219,000","325,000","2,894,000","25,564,000","9,767,000","2,436,000","566,000",-,-,-,-,"108,000,000","325,000","36,355,000",-,"18,481,000","131,953,000","18,156,000","95,598,000","82,349,000","3,380,678","3,380,678",-,-
75,6/30/2004,"420,305,000","16,130,000","13,449,000",-,-,"13,449,000","2,681,000","2,681,000",-,-,-,"36,771,000",-,"36,771,000",-,-,-,-,"313,371,000","317,311,000",-,-,-,-,"317,311,000","3,940,000",-,-,-,-,-,"3,627,000",-,-,-,-,-,-,-,"10,430,000",-,-,-,-,-,"39,976,000","384,827,000","268,125,000","189,199,000","189,199,000","78,926,000",-,-,-,"29,831,000","29,831,000",-,"29,831,000",-,"65,605,000","65,605,000",-,-,-,-,"21,266,000","35,478,000","35,478,000","3,281,000","387,000","2,894,000","24,669,000","9,744,000","2,537,000","321,000",-,-,-,-,"101,083,000","387,000","35,091,000",-,"25,048,000","130,527,000","24,661,000","95,436,000","81,987,000","3,375,940","3,375,940",-,-
76,3/31/2004,"397,354,000","16,411,000","13,972,000",-,-,"13,972,000","2,439,000","2,439,000",-,-,-,"32,857,000",-,"32,857,000",-,-,-,-,"294,723,000","298,614,000",-,-,-,-,"298,614,000","3,891,000",-,-,-,-,-,"3,545,000",-,-,-,-,-,-,-,"10,403,000",-,-,-,-,-,"39,415,000","361,912,000","248,369,000","170,116,000","170,116,000","78,253,000",-,-,-,"20,397,000","20,397,000",-,"20,397,000",-,"73,390,000","73,390,000",-,-,-,-,"19,756,000","35,442,000","35,442,000","3,346,000","452,000","2,894,000","23,796,000","9,711,000","1,984,000","573,000",-,-,-,-,"108,832,000","452,000","34,990,000",-,"25,039,000","128,777,000","24,587,000","93,787,000","79,815,000","3,394,363","3,394,363",-,-
77,12/31/2003,"387,798,000","21,045,000","16,535,000",-,"15,547,000","988,000","4,510,000","4,510,000","137,000",-,-,"41,872,000","8,919,000","32,953,000",-,-,-,-,"285,706,000","289,597,000",-,-,-,-,"289,597,000","3,891,000",-,"3,743,000","1,287,000","1,287,000","2,456,000","3,534,000",-,-,-,-,-,-,-,"18,014,000",-,-,-,-,-,"13,747,000","353,329,000","247,527,000","173,140,000","173,140,000","74,387,000",-,-,-,"24,659,000","24,659,000",-,"24,659,000",-,"63,642,000","63,642,000",-,-,-,-,"17,501,000","34,469,000","34,469,000","3,108,000","214,000","2,894,000","22,842,000","9,643,000","1,833,000","709,000",-,-,-,-,"98,111,000","214,000","34,255,000",-,"16,455,000","122,556,000","16,241,000","88,301,000","71,766,000","3,396,219","3,396,219",-,-
78,9/30/2003,"390,813,000","18,115,000","15,423,000",-,-,"15,423,000","2,692,000","2,692,000",-,-,-,"30,260,000",-,"30,260,000",-,-,-,-,"290,589,000","294,482,000",-,-,-,-,"294,482,000","3,893,000",-,-,-,-,-,"3,517,000",-,-,-,-,-,-,-,"15,614,000",-,-,-,-,-,"32,718,000","358,441,000","251,436,000","174,261,000","174,261,000","77,175,000",-,-,-,"25,589,000","25,589,000",-,"25,589,000",-,"62,577,000","62,577,000",-,-,-,-,"18,839,000","32,372,000","32,372,000","2,950,000","56,000","2,894,000","22,103,000","9,532,000","2,785,000","572,000",-,-,-,-,"94,949,000","56,000","32,316,000",-,"16,758,000","120,482,000","16,702,000","88,166,000","72,743,000","3,354,134","3,354,134",-,-
79,6/30/2003,"369,645,000","18,813,000","16,045,000",-,-,"16,045,000","2,768,000","2,768,000",-,-,-,"24,625,000",-,"24,625,000",-,-,-,-,"211,498,000","215,392,000",-,-,-,-,"215,392,000","3,894,000",-,-,-,-,-,"3,604,000",-,-,-,-,-,-,-,"13,624,000",-,-,-,-,-,"97,481,000","337,370,000","230,884,000","149,941,000","149,941,000","80,943,000",-,-,-,"23,883,000","23,883,000",-,"23,883,000",-,"61,898,000","61,898,000",-,-,-,-,"20,705,000","32,275,000","32,275,000","2,946,000","52,000","2,894,000","21,320,000","9,536,000","2,712,000","1,185,000",-,-,-,-,"94,173,000","52,000","32,223,000",-,"18,651,000","118,004,000","18,599,000","85,781,000","69,736,000","3,356,777","3,356,777",-,-
80,3/31/2003,"369,669,000","20,993,000","16,011,000",-,-,"16,011,000","4,982,000","4,982,000",-,-,-,"88,778,000",-,"88,778,000",-,-,-,-,"209,142,000","213,029,000",-,-,-,-,"213,029,000","3,887,000",-,-,-,-,-,"3,680,000",-,-,-,-,-,-,-,"13,982,000",-,-,-,-,-,"33,094,000","338,898,000","235,874,000","160,544,000","160,544,000","75,330,000",-,-,-,"33,196,000","33,196,000",-,"33,196,000",-,"49,867,000","49,867,000",-,-,-,-,"19,961,000","30,771,000","30,771,000","2,942,000","48,000","2,894,000","20,349,000","9,514,000","2,947,000","913,000",-,-,-,-,"80,638,000","48,000","30,723,000",-,"16,789,000","113,786,000","16,741,000","83,063,000","67,052,000","3,349,852","3,349,852",-,-
