,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Long Term Provisions,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number
75,6/30/2004,"1,037,202,000","123,644,000","42,207,000",-,"31,789,000","10,418,000",-,"81,437,000","81,437,000",-,"252,625,000","85,972,000","166,653,000",-,-,-,"489,714,000","498,481,000",-,-,-,-,"498,481,000","8,767,000",-,-,-,-,-,"7,797,000","48,594,000",-,-,-,"114,828,000","941,381,000","575,413,000","415,853,000","415,853,000","159,560,000","119,264,000",-,-,"69,495,000","69,495,000",-,"69,495,000",-,-,"98,319,000","98,319,000",-,-,-,"78,890,000","95,821,000","95,821,000","45,976,000","322,000","45,654,000","54,045,000",-,"-4,200,000",-,-,-,"194,140,000","322,000","95,499,000",-,"47,227,000","263,313,000","46,905,000","167,814,000","125,607,000","4,062,657","4,062,657",-
76,3/31/2004,"816,012,000","103,914,000","30,857,000",-,"22,296,000","8,561,000",-,"73,057,000","73,057,000",-,"214,792,000","75,004,000","139,788,000",-,-,-,"369,888,000","375,968,000",-,-,-,-,"375,968,000","6,080,000",-,-,-,-,-,"6,076,000","12,322,000",-,-,-,"109,020,000","767,236,000","435,592,000","311,158,000","311,158,000","124,434,000","115,434,000",-,-,"64,621,000","64,621,000",-,"64,621,000",-,-,"81,231,000","81,231,000",-,-,-,"70,358,000","48,776,000","48,776,000","67,000","53,000","14,000","51,823,000",-,"-3,114,000",-,-,-,"130,007,000","53,000","48,723,000",-,"36,454,000","194,575,000","36,401,000","145,852,000","114,995,000","2,890,975","2,890,975",-
77,12/31/2003,"736,445,000","111,627,000","35,135,000",-,"27,084,000","8,051,000",-,"76,492,000","76,492,000",-,"136,787,000","68,547,000","68,240,000",-,-,-,"365,300,000","371,463,000",-,-,-,-,"371,463,000","6,163,000",-,-,-,-,-,"6,036,000","12,363,000",-,-,-,"104,332,000","688,465,000","414,113,000","292,583,000","292,583,000","121,530,000","78,046,000",-,-,"42,478,000","42,478,000",-,"42,478,000",-,-,"75,343,000","75,343,000",-,-,-,"78,485,000","47,980,000","47,980,000","68,000","54,000","14,000","50,213,000",-,"-2,301,000",-,-,-,"123,323,000","54,000","47,926,000",-,"35,617,000","165,747,000","35,563,000","117,821,000","82,686,000","2,882,288","2,882,288",-
78,9/30/2003,"737,088,000","96,752,000","29,023,000",-,"22,142,000","6,881,000",-,"67,729,000","67,729,000",-,"130,224,000","65,339,000","64,885,000",-,-,-,"366,382,000","373,098,000",-,-,-,-,"373,098,000","6,716,000",-,-,-,-,-,"5,956,000","12,422,000",-,-,-,"125,352,000","686,643,000","408,510,000","283,191,000","283,191,000","125,319,000","79,775,000",-,-,"41,739,000","41,739,000",-,"41,739,000",-,-,"66,462,000","66,462,000",-,-,-,"90,157,000","50,445,000","50,445,000","70,000","55,000","15,000","52,320,000",-,"-1,945,000",-,-,-,"116,907,000","55,000","50,390,000",-,"38,023,000","158,591,000","37,968,000","108,201,000","79,178,000","2,978,874","2,978,874",-
79,6/30/2003,"769,179,000","96,324,000","32,010,000",-,"25,220,000","6,790,000",-,"64,314,000","64,314,000",-,"181,476,000","66,947,000","114,529,000",-,-,-,"353,464,000","360,305,000",-,-,-,-,"360,305,000","6,841,000",-,-,-,-,-,"5,899,000","12,436,000",-,-,-,"119,580,000","718,163,000","421,935,000","286,878,000","286,878,000","135,057,000","104,821,000",-,-,"43,584,000","43,584,000",-,"43,584,000",-,-,"67,737,000","67,737,000",-,-,-,"80,086,000","51,016,000","51,016,000","71,000","56,000","15,000","51,374,000",-,"-429,000",-,-,-,"118,753,000","56,000","50,960,000",-,"38,580,000","162,281,000","38,524,000","111,321,000","79,311,000","2,992,629","2,992,629",-
80,3/31/2003,"679,765,000","80,401,000","30,592,000",-,"25,069,000","5,523,000",-,"49,809,000","49,809,000",-,"142,171,000","65,733,000","76,438,000",-,-,-,"336,559,000","343,412,000",-,-,-,-,"343,412,000","6,853,000",-,-,-,-,-,"6,643,000","12,461,000",-,-,-,"101,530,000","629,713,000","395,176,000","271,718,000","271,718,000","123,458,000","72,976,000",-,-,"29,729,000","29,729,000",-,"29,729,000",-,-,"69,473,000","69,473,000",-,-,-,"62,359,000","50,052,000","50,052,000","184,000","57,000","127,000","49,978,000",-,"-110,000",-,-,-,"119,525,000","57,000","49,995,000",-,"37,591,000","149,197,000","37,534,000","99,202,000","68,610,000","2,995,061","2,995,061",-
81,12/31/2002,"660,458,000","76,664,000","31,786,000",-,"24,973,000","6,813,000",-,"44,878,000","44,878,000",-,"133,144,000","63,996,000","69,148,000",-,-,-,"335,904,000","342,755,000",-,-,-,-,"342,755,000","6,851,000",-,-,-,-,-,"6,717,000","12,484,000",-,-,-,"95,545,000","610,139,000","386,458,000","262,099,000","262,099,000","124,359,000","65,079,000",-,-,"25,234,000","25,234,000",-,"25,234,000",-,-,"67,176,000","67,176,000",-,-,-,"66,192,000","50,319,000","50,319,000","554,000","58,000","496,000","48,517,000",-,"1,248,000",-,-,-,"117,495,000","58,000","50,261,000",-,"37,835,000","142,671,000","37,777,000","92,410,000","60,624,000","3,001,382","3,001,382",-
82,9/30/2002,"660,008,000","71,237,000","30,866,000",-,"24,469,000","6,397,000",-,"40,371,000","40,371,000",-,"146,488,000","56,907,000","89,581,000",-,-,-,"334,230,000","341,091,000",-,-,-,-,"341,091,000","6,861,000",-,-,-,-,-,"6,758,000","12,516,000",-,-,-,"88,779,000","611,769,000","377,415,000","258,640,000","258,640,000","118,775,000","61,823,000",-,-,"34,421,000","34,421,000",-,"34,421,000",-,-,"65,985,000","65,985,000",-,-,-,"72,125,000","48,239,000","48,239,000","734,000","60,000","674,000","46,870,000",-,"635,000",-,-,-,"114,224,000","60,000","48,179,000",-,"35,723,000","148,585,000","35,663,000","100,406,000","69,540,000","3,004,324","3,004,324",-
83,6/30/2002,"638,448,000","63,065,000","27,616,000",-,"21,309,000","6,307,000",-,"35,449,000","35,449,000",-,"146,629,000","63,466,000","83,163,000",-,-,-,"333,521,000","340,394,000",-,-,-,-,"340,394,000","6,873,000",-,-,-,-,-,"6,755,000","12,134,000",-,-,-,"76,344,000","590,684,000","360,769,000","257,856,000","257,856,000","102,913,000","56,678,000",-,-,"32,973,000","32,973,000",-,"32,973,000",-,-,"64,711,000","64,711,000",-,-,-,"75,553,000","47,764,000","47,764,000","1,559,000","60,000","1,499,000","45,546,000",-,"659,000",-,-,-,"112,475,000","60,000","47,704,000",-,"35,630,000","145,388,000","35,570,000","97,684,000","70,068,000","3,031,334","3,031,334",-
84,3/31/2002,"619,921,000","70,271,000","29,500,000",-,"22,444,000","7,056,000",-,"40,771,000","40,771,000",-,"133,912,000","58,569,000","75,343,000",-,-,-,"324,341,000","331,210,000",-,-,-,-,"331,210,000","6,869,000",-,-,-,-,-,"6,748,000","12,206,000",-,-,-,"72,443,000","571,752,000","367,200,000","257,114,000","257,114,000","110,086,000","48,545,000",-,-,"21,992,000","21,992,000",-,"21,992,000",-,-,"65,566,000","65,566,000",-,-,-,"68,449,000","48,169,000","48,169,000","4,011,000","62,000","3,949,000","44,245,000",-,"-87,000",-,-,-,"113,735,000","62,000","48,107,000",-,"35,963,000","135,665,000","35,901,000","87,558,000","58,058,000","3,089,042","3,089,042",-
85,12/31/2001,"621,764,000","60,877,000","32,769,000",-,"26,837,000","5,932,000",-,"28,108,000","28,108,000",-,"132,843,000","47,344,000","85,499,000",-,-,-,"322,278,000","329,153,000",-,-,-,-,"329,153,000","6,875,000",-,"2,800,000","2,800,000","2,800,000",-,"6,414,000","12,148,000",-,-,-,"84,404,000","573,244,000","373,495,000","259,561,000","259,561,000","113,934,000","47,727,000",-,-,"22,217,000","22,217,000",-,"22,217,000",-,-,"68,026,000","68,026,000",-,-,-,"61,779,000","48,520,000","48,520,000","5,141,000","65,000","5,076,000","42,980,000",-,"399,000",-,-,-,"116,546,000","65,000","48,455,000",-,"36,372,000","138,698,000","36,307,000","90,243,000","57,474,000","3,118,594","3,118,594",-
86,9/30/2001,"640,105,000","54,359,000","27,909,000",-,"23,280,000","4,629,000",-,"26,450,000","26,450,000",-,"129,435,000","53,471,000","75,964,000",-,-,-,"332,353,000","339,018,000",-,-,-,-,"339,018,000","6,665,000",-,"3,355,000","3,355,000","3,355,000",-,"6,372,000","12,358,000",-,-,-,"101,873,000","589,954,000","359,870,000","259,135,000","259,135,000","100,735,000","59,839,000",-,-,"22,940,000","22,940,000",-,"22,940,000",-,-,"66,168,000","66,168,000",-,-,-,"81,137,000","50,151,000","50,151,000","6,558,000","67,000","6,491,000","41,857,000",-,"1,736,000",-,-,-,"116,319,000","67,000","50,084,000",-,"37,793,000","139,192,000","37,726,000","89,108,000","61,199,000","3,164,259","3,164,259",-
87,6/30/2001,"625,525,000","58,174,000","29,857,000",-,"25,405,000","4,452,000",-,"28,317,000","28,317,000","2,111,000","105,317,000","50,740,000","54,577,000",-,-,-,"373,514,000","380,425,000",-,-,-,-,"380,425,000","6,911,000",-,"3,593,000","3,593,000","3,593,000",-,"6,371,000","13,256,000",-,-,-,"63,189,000","576,223,000","363,486,000","261,797,000","261,797,000","101,689,000","52,189,000",-,-,"35,504,000","35,504,000",-,"35,504,000",-,-,"68,198,000","68,198,000",-,-,-,"56,846,000","49,302,000","49,302,000","7,697,000","68,000","7,629,000","41,912,000",-,"-307,000",-,-,-,"117,500,000","68,000","49,234,000",-,"36,046,000","152,936,000","35,978,000","103,702,000","73,845,000","3,202,253","3,202,253",-
88,3/31/2001,"609,755,000","49,463,000","28,882,000",-,"23,333,000","5,549,000",-,"20,581,000","20,581,000","2,232,000","95,659,000","45,281,000","50,378,000",-,-,-,"375,777,000","382,677,000",-,-,-,-,"382,677,000","6,900,000",-,"3,855,000","3,855,000","3,855,000",-,"6,366,000","13,452,000",-,-,-,"62,951,000","560,869,000","352,460,000","253,296,000","253,296,000","99,164,000","37,011,000",-,-,"36,266,000","36,266,000",-,"36,266,000",-,-,"71,999,000","71,999,000",-,-,-,"63,133,000","48,886,000","48,886,000","7,943,000","71,000","7,872,000","40,785,000",-,"158,000",-,-,-,"120,885,000","71,000","48,815,000",-,"35,434,000","157,080,000","35,363,000","108,265,000","79,383,000","3,203,968","3,203,968",-
89,12/31/2000,"642,191,000","61,016,000","32,961,000",-,"27,513,000","5,448,000",-,"28,055,000","28,055,000","1,972,000","108,879,000","43,041,000","65,838,000",-,-,-,"385,355,000","392,193,000",-,-,-,-,"392,193,000","6,838,000",-,"4,432,000","4,432,000","4,432,000",-,"6,433,000","13,142,000",-,-,-,"60,962,000","594,563,000","364,244,000","263,599,000","263,599,000","100,645,000","49,411,000",-,-,"42,198,000","42,198,000",-,"42,198,000",-,-,"72,502,000","72,502,000",-,-,-,"66,208,000","47,628,000","47,628,000","8,685,000","72,000","8,613,000","39,815,000",-,"-872,000",-,-,-,"120,130,000","72,000","47,556,000",-,"34,486,000","162,256,000","34,414,000","114,700,000","81,739,000","3,227,264","3,227,264",-
90,9/30/2000,"671,725,000","63,270,000","29,862,000",-,"24,395,000","5,467,000",-,"33,408,000","33,408,000","2,277,000","128,301,000","47,198,000","81,103,000",-,-,-,"395,853,000","402,592,000",-,-,-,-,"402,592,000","6,739,000",-,"4,620,000","4,620,000","4,620,000",-,"6,450,000","17,386,000",-,-,-,"53,568,000","624,866,000","353,988,000","260,423,000","260,423,000","93,565,000","72,896,000",-,-,"55,601,000","55,601,000",-,"55,601,000",-,-,"74,367,000","74,367,000",-,-,-,"68,014,000","46,859,000","46,859,000","9,471,000","74,000","9,397,000","39,338,000",-,"-1,950,000",-,-,-,"121,226,000","74,000","46,785,000",-,"29,473,000","176,753,000","29,399,000","129,968,000","100,106,000","3,261,648","3,261,648",-
91,6/30/2000,"679,538,000","74,347,000","31,887,000",-,"27,493,000","4,394,000",-,"42,460,000","42,460,000","2,477,000","131,119,000","50,162,000","80,957,000",-,-,-,"394,002,000","400,817,000",-,-,-,-,"400,817,000","6,815,000",-,"4,083,000","4,083,000","4,083,000",-,"6,514,000","13,578,000",-,-,-,"53,418,000","633,677,000","356,664,000","261,019,000","261,019,000","95,645,000","89,508,000",-,-,"50,026,000","50,026,000",-,"50,026,000",-,-,"74,200,000","74,200,000",-,-,-,"63,279,000","45,861,000","45,861,000","10,263,000","75,000","10,188,000","38,330,000",-,"-2,732,000",-,-,-,"120,061,000","75,000","45,786,000",-,"32,283,000","170,012,000","32,208,000","124,226,000","92,339,000","3,291,402","3,291,402",-
92,3/31/2000,"656,113,000","70,310,000","30,509,000",-,"27,259,000","3,250,000",-,"39,801,000","39,801,000","2,362,000","131,172,000","47,321,000","83,851,000",-,-,-,"375,258,000","382,085,000",-,-,-,-,"382,085,000","6,827,000",-,"3,870,000","3,870,000","3,870,000",-,"6,607,000","13,795,000",-,-,-,"52,739,000","610,814,000","351,626,000","257,144,000","257,144,000","94,482,000","83,775,000",-,-,"46,052,000","46,052,000",-,"46,052,000",-,-,"67,014,000","67,014,000",-,-,-,"62,347,000","45,299,000","45,299,000","10,905,000","77,000","10,828,000","37,089,000",-,"-2,695,000",-,-,-,"112,313,000","77,000","45,222,000",-,"31,504,000","158,288,000","31,427,000","113,066,000","82,557,000","3,315,508","3,315,508",-
93,12/31/1999,"632,574,000","69,755,000","31,827,000",-,"26,989,000","4,838,000",-,"37,928,000","37,928,000","1,869,000","121,529,000","38,460,000","83,069,000",-,-,-,"363,834,000","370,662,000",-,-,-,-,"370,662,000","6,828,000",-,"3,777,000","3,777,000","3,777,000",-,"6,713,000","13,992,000",-,-,-,"51,105,000","588,142,000","347,273,000","251,804,000","251,804,000","95,469,000","74,561,000",-,-,"47,671,000","47,671,000",-,"47,671,000",-,-,"60,441,000","60,441,000",-,-,-,"58,196,000","44,432,000","44,432,000","11,748,000","77,000","11,671,000","35,681,000",-,"-2,997,000",-,-,-,"104,873,000","77,000","44,355,000",-,"30,440,000","152,467,000","30,363,000","108,112,000","76,285,000","3,354,546","3,354,546",-
94,9/30/1999,"620,652,000","70,629,000","30,260,000",-,"25,414,000","4,846,000",-,"40,369,000","40,369,000","2,066,000","118,487,000","38,651,000","79,836,000",-,-,-,"353,160,000","360,236,000",-,-,-,-,"360,236,000","7,076,000",-,"3,838,000","3,838,000","3,838,000",-,"6,728,000","14,214,000",-,-,-,"51,530,000","574,763,000","337,011,000","247,738,000","247,738,000","89,273,000","79,739,000",-,-,"40,719,000","40,719,000",-,"40,719,000",-,-,"59,307,000","59,307,000",-,-,-,"57,987,000","45,889,000","45,889,000","13,616,000","78,000","13,538,000","34,631,000",-,"-2,358,000",-,-,-,"105,196,000","78,000","45,811,000",-,"31,675,000","145,837,000","31,597,000","100,026,000","69,766,000","3,420,078","3,420,078",-
95,6/30/1999,"614,102,000","65,454,000","29,547,000",-,"24,197,000","5,350,000",-,"35,907,000","35,907,000","1,908,000","111,938,000","35,427,000","76,511,000",-,-,-,"356,485,000","363,581,000",-,-,-,-,"363,581,000","7,096,000",-,"3,478,000","3,478,000","3,478,000",-,"7,012,000","14,616,000",-,-,-,"53,211,000","568,471,000","339,045,000","248,659,000","248,659,000","90,386,000","78,317,000",-,-,"41,649,000","41,649,000",-,"41,649,000",-,-,"60,014,000","60,014,000",-,-,-,"49,446,000","45,631,000","45,631,000","14,513,000","80,000","14,433,000","33,256,000",-,"-2,138,000",-,-,-,"105,645,000","80,000","45,551,000",-,"31,015,000","147,214,000","30,935,000","101,663,000","72,116,000","3,445,862","3,445,862",-
96,3/31/1999,"614,245,000","58,291,000","31,540,000",-,"25,925,000","5,615,000",-,"26,751,000","26,751,000","2,194,000","120,851,000","42,382,000","78,469,000",-,-,-,"355,979,000","363,102,000",-,-,-,-,"363,102,000","7,123,000",-,"3,620,000","3,620,000","3,620,000",-,"7,129,000","14,593,000",-,-,-,"51,588,000","567,414,000","343,317,000","253,800,000","253,800,000","89,517,000","74,767,000",-,-,"39,745,000","39,745,000",-,"39,745,000",-,-,"55,853,000","55,853,000",-,-,-,"53,732,000","46,831,000","46,831,000","15,909,000","81,000","15,828,000","32,128,000",-,"-1,206,000",-,-,-,"102,684,000","81,000","46,750,000",-,"32,238,000","142,348,000","32,157,000","95,598,000","64,058,000","3,481,744","3,481,744",-
97,12/31/1998,"617,679,000","62,173,000","35,027,000",-,"28,277,000","6,750,000",-,"27,146,000","27,146,000","2,671,000","120,189,000","39,602,000","80,587,000",-,-,-,"350,206,000","357,328,000",-,-,-,-,"357,328,000","7,122,000",-,"3,734,000","3,734,000","3,734,000",-,"7,289,000","14,708,000",-,-,-,"56,709,000","571,741,000","357,260,000","262,924,000","262,924,000","94,336,000","67,543,000",-,-,"31,491,000","31,491,000",-,"31,491,000",-,-,"45,888,000","45,888,000",-,-,-,"69,559,000","45,938,000","45,938,000","83,000","83,000",-,"30,998,000",-,-,-,-,"14,857,000","91,826,000","83,000","45,855,000",-,"31,230,000","123,234,000","31,147,000","77,379,000","42,352,000","3,448,968","3,448,968",-
98,9/30/1998,"594,673,000","62,132,000","31,407,000",-,"24,715,000","6,692,000",-,"30,725,000","30,725,000","3,917,000","106,648,000","34,509,000","72,139,000",-,-,-,"343,472,000","350,687,000",-,-,-,-,"350,687,000","7,215,000",-,"5,133,000","3,838,000","3,838,000","1,295,000","7,249,000","17,037,000",-,-,-,"49,085,000","547,366,000","345,756,000","260,597,000","260,597,000","85,159,000","65,625,000",-,-,"28,372,000","28,372,000",-,"28,372,000",-,-,"47,552,000","47,552,000",-,-,-,"60,061,000","47,307,000","47,307,000","84,000","84,000",-,"30,615,000",-,-,-,-,"16,608,000","94,859,000","84,000","47,223,000",-,"30,270,000","123,147,000","30,186,000","75,924,000","44,517,000","3,484,076","3,484,076",-
99,6/30/1998,"307,985,000","26,657,000","14,248,000",-,"12,568,000","1,680,000",-,"12,409,000","12,409,000","1,046,000","67,654,000","22,696,000","44,958,000",-,-,-,"177,682,000","180,897,000",-,-,-,-,"180,897,000","3,215,000",-,"1,907,000",-,-,-,"4,010,000","10,193,000",-,-,-,"18,836,000","281,315,000","169,238,000","127,331,000","127,331,000","41,907,000","42,040,000",-,-,"12,605,000","12,605,000",-,"12,605,000",-,-,"31,513,000","31,513,000",-,-,-,"25,919,000","26,670,000","26,670,000","85,000","85,000",-,"15,767,000",-,-,-,-,"10,818,000","58,183,000","85,000","26,585,000",-,"16,477,000","70,703,000","16,392,000","44,118,000","29,870,000","1,920,704","1,920,704",-
100,3/31/1998,"314,503,000","26,176,000","15,262,000",-,"13,421,000","1,841,000",-,"10,914,000","10,914,000","1,089,000","75,050,000","23,751,000","51,299,000",-,-,-,"176,241,000","179,486,000",-,-,-,-,"179,486,000","3,245,000",-,"1,991,000",-,-,-,"4,272,000","9,612,000",-,-,-,"20,072,000","289,283,000","170,046,000","127,386,000","127,386,000","42,660,000","47,534,000",-,-,"10,422,000","10,422,000",-,"10,422,000",-,-,"29,547,000","29,547,000",-,-,-,"31,734,000","25,220,000","25,220,000","91,000","91,000",-,"14,724,000",-,-,-,-,"10,405,000","54,767,000","91,000","25,129,000",-,"15,608,000","65,098,000","15,517,000","39,969,000","24,707,000","1,910,398","1,910,398",-
101,12/31/1997,"264,562,000","23,003,000","12,981,000",-,"10,586,000","2,395,000",-,"10,022,000","10,022,000","1,154,000","70,881,000","23,678,000","47,203,000",-,-,-,"143,921,000","146,703,000",-,-,-,-,"146,703,000","2,782,000",-,"1,721,000",-,-,-,"3,225,000","9,380,000",-,-,-,"11,277,000","243,225,000","138,194,000","103,520,000","103,520,000","34,674,000","43,882,000",-,-,"6,922,000","6,922,000",-,"6,922,000",-,-,"27,204,000","27,204,000",-,-,-,"27,023,000","21,337,000","21,337,000","94,000","94,000",-,"11,754,000",-,-,-,-,"9,489,000","48,541,000","94,000","21,243,000",-,"11,957,000","55,369,000","11,863,000","34,126,000","21,145,000","1,424,376","1,424,376",-
102,9/30/1997,"242,437,000","20,644,000","11,343,000",-,"9,273,000","2,070,000",-,"9,301,000","9,301,000","1,179,000","59,799,000","24,259,000","35,540,000",-,-,-,"139,453,000","142,236,000",-,-,-,-,"142,236,000","2,783,000",-,"1,576,000","1,576,000","1,576,000",-,"3,144,000","8,404,000",-,-,-,"8,238,000","222,120,000","130,447,000","97,437,000","97,437,000","33,010,000","39,748,000",-,-,"4,029,000","4,029,000",-,"4,029,000",-,-,"26,245,000","26,245,000",-,-,-,"21,651,000","20,317,000","20,317,000","95,000","95,000",-,"11,209,000",-,-,-,-,"9,013,000","46,562,000","95,000","20,222,000",-,"11,913,000","50,496,000","11,818,000","30,274,000","18,931,000","1,422,296","1,422,296",-
103,6/30/1997,"240,362,000","20,488,000","11,548,000",-,"10,024,000","1,524,000",-,"8,940,000","8,940,000","1,158,000","48,216,000","26,952,000","21,264,000",-,-,-,"149,103,000","151,893,000",-,-,-,-,"151,893,000","2,790,000",-,"1,540,000","1,540,000","1,540,000",-,"3,138,000","8,570,000",-,-,-,"8,149,000","220,392,000","135,049,000","100,798,000","100,798,000","34,251,000","33,092,000",-,-,"5,257,000","5,257,000",-,"5,257,000",-,-,"25,474,000","25,474,000",-,-,-,"21,520,000","19,970,000","19,970,000","101,000","101,000",-,"10,656,000",-,-,-,-,"9,213,000","45,444,000","101,000","19,869,000",-,"11,400,000","50,600,000","11,299,000","30,731,000","19,183,000","1,422,808","1,422,808",-
104,3/31/1997,"238,958,000","21,652,000","13,073,000",-,"11,008,000","2,065,000",-,"8,579,000","8,579,000","1,165,000","47,391,000","25,545,000","21,846,000",-,-,-,"147,113,000","149,898,000",-,-,-,-,"149,898,000","2,785,000",-,"1,399,000","1,399,000","1,399,000",-,"3,467,000","8,566,000",-,-,-,"8,205,000","218,299,000","136,807,000","103,701,000","103,701,000","33,106,000","29,119,000",-,-,"5,407,000","5,407,000",-,"5,407,000",-,-,"25,086,000","25,086,000",-,-,-,"21,880,000","20,659,000","20,659,000","173,000","173,000",-,"10,135,000",-,-,-,-,"10,351,000","45,745,000","173,000","20,486,000",-,"12,093,000","50,979,000","11,920,000","30,493,000","17,420,000","1,455,150","1,455,150",-
105,12/31/1996,"185,794,000","17,735,000","10,776,000",-,"8,933,000","1,843,000",-,"6,959,000","6,959,000","858,000","33,076,000","18,689,000","14,387,000",-,-,-,"121,530,000","123,845,000",-,-,-,-,"123,845,000","2,315,000",-,"1,159,000","1,159,000","1,159,000",-,"2,712,000","2,030,000",-,-,-,"6,694,000","172,085,000","106,498,000","80,760,000","80,760,000","25,738,000","19,378,000",-,-,"4,623,000","4,623,000",-,"4,623,000",-,-,"22,985,000","22,985,000",-,-,-,"18,601,000","13,709,000","13,709,000","171,000","171,000",-,"9,673,000",-,-,-,-,"3,865,000","36,694,000","171,000","13,538,000",-,"11,679,000","41,146,000","11,508,000","27,608,000","16,832,000","1,483,010","1,483,010",-
106,9/30/1996,"187,671,000","18,108,000","10,419,000",-,"8,866,000","1,553,000",-,"7,689,000","7,689,000","990,000","36,078,000","19,709,000","16,369,000",-,-,-,"120,894,000","123,213,000",-,-,-,-,"123,213,000","2,319,000",-,"1,216,000","1,216,000","1,216,000",-,"2,752,000","2,002,000",-,-,-,"5,631,000","174,367,000","108,132,000","82,142,000","82,142,000","25,990,000","20,580,000",-,-,"5,423,000","5,423,000",-,"5,423,000",-,-,"22,034,000","22,034,000",-,-,-,"18,198,000","13,304,000","13,304,000","174,000","174,000",-,"9,235,000",-,-,-,-,"3,895,000","35,338,000","174,000","13,130,000",-,"11,302,000","40,587,000","11,128,000","27,457,000","17,038,000","1,204,332","1,204,332",-
107,6/30/1996,"192,308,000","16,343,000","8,783,000",-,"7,557,000","1,226,000",-,"7,560,000","7,560,000","935,000","40,670,000","21,560,000","19,110,000",-,-,-,"122,968,000","125,260,000",-,-,-,-,"125,260,000","2,292,000",-,"1,461,000","1,461,000","1,461,000",-,"2,721,000","1,891,000",-,-,-,"5,319,000","178,283,000","108,124,000","83,882,000","83,882,000","24,242,000","22,919,000",-,-,"6,674,000","6,674,000",-,"6,674,000",-,-,"20,527,000","20,527,000",-,-,-,"20,039,000","14,025,000","14,025,000","176,000","176,000",-,"8,779,000",-,-,-,-,"5,070,000","34,552,000","176,000","13,849,000",-,"12,134,000","41,050,000","11,958,000","27,201,000","18,418,000","1,204,332","1,204,332",-
108,3/31/1996,"194,375,000","14,684,000","8,491,000",-,"7,465,000","1,026,000",-,"6,193,000","6,193,000","1,134,000","41,444,000","19,569,000","21,875,000",-,-,-,"124,312,000","126,565,000",-,-,-,-,"126,565,000","2,253,000",-,"1,478,000","1,478,000","1,478,000",-,"2,634,000","1,814,000",-,-,-,"6,875,000","180,818,000","109,622,000","85,521,000","85,521,000","24,101,000","28,298,000",-,-,"7,200,000","7,200,000",-,"7,200,000",-,-,"18,659,000","18,659,000",-,-,-,"17,039,000","13,557,000","13,557,000","176,000","176,000",-,"8,353,000",-,-,-,-,"5,028,000","32,216,000","176,000","13,381,000",-,"11,743,000","39,240,000","11,567,000","25,859,000","17,368,000","1,197,272","1,197,272",-
109,12/31/1995,"187,298,000","15,974,000","9,744,000",-,"8,448,000","1,296,000",-,"6,230,000","6,230,000","918,000","42,714,000","18,867,000","23,847,000",-,-,-,"116,533,000","118,696,000",-,-,-,-,"118,696,000","2,163,000",-,"1,597,000","1,597,000","1,597,000",-,"2,508,000","1,514,000",-,-,-,"5,540,000","174,497,000","100,691,000","77,277,000","77,277,000","23,414,000","28,974,000",-,-,"6,916,000","6,916,000",-,"6,916,000",-,-,"17,775,000","17,775,000",-,-,-,"20,141,000","12,801,000","12,801,000","105,000","105,000",-,"7,826,000",-,-,-,-,"4,870,000","30,576,000","105,000","12,696,000",-,"11,287,000","37,387,000","11,182,000","24,691,000","14,947,000","1,201,849","1,201,849",-
